id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata,wikidata_group,wikidata_area
6d214635-2a00-4ec1-b0ab-ac0a6596b70c,Alison Halford,Alison Halford,,,,Welsh Labour,b3b881f7-f595-4fa7-9107-2382b33f0e70,1cf258c1-e57d-4ae4-a424-0234ff1645d9,Delyn,National Assembly for Wales,1,,2003-04-02,,female,Q4727085,Q832685,Q5254972
92ad6d2f-14cb-4ae8-88e8-a749604f0aa6,Alun Cairns,Alun Cairns,,AlunCairns,aluncairns,Welsh Conservative Party,89e51135-5b4f-480a-a931-654928c345bb,cc1cb63a-bc50-48b9-ab85-6510e15d4df3,South Wales West,National Assembly for Wales,1,,2003-04-02,https://upload.wikimedia.org/wikipedia/commons/7/78/Alun_Cairns_MP.JPG,male,Q268030,Q7981882,Q7568795
91dbd70b-defd-4e2b-8ff3-f86a470c9c73,Alun Michael,Alun Michael,,AlunMichael,,Welsh Labour,b3b881f7-f595-4fa7-9107-2382b33f0e70,dbb23b11-d692-4851-ad96-87fc78d6a4c2,Mid and West Wales,National Assembly for Wales,1,,2000-05-01,https://upload.wikimedia.org/wikipedia/commons/a/a9/AlunMichael.JPG,male,Q19397,Q832685,Q6841063
384f69d2-8aa4-482c-b1a4-654180147e61,Alun Pugh,Alun Pugh,,,,Welsh Labour,b3b881f7-f595-4fa7-9107-2382b33f0e70,9d152dd1-055e-4cec-bf56-b0fd6dd76193,Clwyd West,National Assembly for Wales,1,,2003-04-02,,male,Q4737506,Q832685,Q13128697
aca58088-331d-4a2b-a67e-cb039da371d4,Andrew Davies,Andrew Davies,,,,Welsh Labour,b3b881f7-f595-4fa7-9107-2382b33f0e70,e3c8eca0-ebf7-49de-b3ea-3f0a559e8521,Swansea West,National Assembly for Wales,1,,2003-04-02,,male,Q4756771,Q832685,Q7653727
0466dffe-1daa-404e-b17e-af90f8963ef8,Ann Jones,Ann Jones,Ann.Jones@assembly.wales,ann_jonesam,,Welsh Labour,b3b881f7-f595-4fa7-9107-2382b33f0e70,e7be15c2-65a2-44a0-9cf5-d53c92970143,Vale of Clwyd,National Assembly for Wales,1,,2003-04-02,http://senedd.assembly.wales/UserData/1/6/1/Info00000161/bigpic.jpg,female,Q4766480,Q832685,Q7909529
a7ff1985-8c81-49de-9913-8a05f0472293,Brian Gibbons,Brian Gibbons,,,,Welsh Labour,b3b881f7-f595-4fa7-9107-2382b33f0e70,5ec963f4-4e5f-479e-a1c7-2ba955a5dc1f,Aberavon,National Assembly for Wales,1,,2003-04-02,https://upload.wikimedia.org/wikipedia/commons/9/91/BrianGibbons2006.JPG,male,Q4963833,Q832685,Q4666775
c2c80085-d7a9-4f9c-91e7-7066a0033ae9,Brian Hancock,Brian Hancock,,,,Plaid Cymru,e07e997c-9ee8-48f8-b278-c7a372026296,5fda6cf1-63a1-4467-bfa7-b8b9945c6722,Islwyn,National Assembly for Wales,1,,2003-04-02,,male,Q4963931,Q10691,Q6084441
97bdfa57-6798-4098-a8f4-77e823837313,Carwyn Jones,Carwyn Jones,Carwyn.Jones@assembly.wales,AMCarwyn,,Welsh Labour,b3b881f7-f595-4fa7-9107-2382b33f0e70,c4ed5aab-7650-48b6-a455-2791d205eeff,Bridgend,National Assembly for Wales,1,,2003-04-02,http://senedd.assembly.wales/UserData/2/0/1/Info00000102/bigpic.jpg,male,Q111840,Q832685,Q4966526
110f41fd-6ecd-4d37-8894-7d7451f823c7,Christine Chapman,Christine Chapman,,ChrisChapmanAM,christine.chapman.397,Welsh Labour,b3b881f7-f595-4fa7-9107-2382b33f0e70,cfa1c835-4714-4046-874c-666aea926fb5,Cynon Valley,National Assembly for Wales,1,,2003-04-02,http://senedd.assembly.wales/UserData/8/3/1/Info00000138/bigpic.jpg,female,Q5110965,Q832685,Q5199989
