id,name,position_id,position,label,start_date,end_date,ordinal
Q101137,Yasuo Fukuda,Q101137-0CF67FE0-F91F-46CD-9767-2FA3BBC1FF2B,Q1078482,Chief Cabinet Secretary,2000-10-27,2004-05-07,0
Q101137,Yasuo Fukuda,Q101137-18849fe7-4cdf-ba1a-a1f1-f8afa57edd76,Q11394678,Minister of State for Gender Equality,2003-09-22,2004-05-07,0
Q101137,Yasuo Fukuda,Q101137-1566D0F6-5906-42C7-A76A-622711602AFC,Q274948,Prime Minister of Japan,2007-09-26,2008-09-24,0
Q1131518,Tatsuo Kawabata,Q1131518-C310E1FE-A33E-441E-9A5D-2B4004EEDE11,Q1578065,Minister of Internal Affairs and Communications,2011-09-02,2012-10-01,0
Q1131518,Tatsuo Kawabata,Q1131518-149CE74C-A128-4547-9BFF-6AC416417FD1,Q842359,"Minister of Education, Culture, Sports, Science and Technology of Japan",2009-09-16,2010-09-17,0
Q1132669,Koji Omi,Q1132669-9DEF733D-2455-485D-9C5C-AC17C5B090CB,Q6500849,Minister of Finance,2006-09-26,2007-08-27,0
Q1132836,Yasukazu Hamada,Q1132836-414d80dd-4698-0f03-1dc8-73e4a5e76747,Q6500838,Minister of Defense of Japan,2008-09-24,2009-09-16,0
Q1133136,Kisaburo Tokai,Q1133136-C067B36E-B483-474A-AEB4-C5F319B0A65C,Q842359,"Minister of Education, Culture, Sports, Science and Technology of Japan",2007-09-26,2008-08-02,0
Q1133192,Hiroyuki Hosoda,Q1133192-04a6c921-4052-f697-aa49-219e4caf83ca,Q1078482,Chief Cabinet Secretary,2004-05-07,2005-10-31,0
Q1133192,Hiroyuki Hosoda,Q1133192-02611635-49a7-75d9-9983-dfa701eae86b,Q11394668,Minister of State for Personal Information Protection,2003-06-06,2003-09-22,0
Q1133192,Hiroyuki Hosoda,Q1133192-79b33410-4fb4-3baf-deb0-cf442eb34ecb,Q11394675,Minister of State for Okinawa and Northern Territories Affairs,2002-09-30,2003-09-22,0
Q1133192,Hiroyuki Hosoda,Q1133192-60320e65-4593-626e-a4f3-056f0bc240f1,Q11394678,Minister of State for Gender Equality,2004-05-07,2005-10-31,0
Q1133192,Hiroyuki Hosoda,Q1133192-71a65d42-4a49-2c5c-175b-53a7fde2d273,Q11394679,Minister of State for Science and Technology Policy,2002-09-30,2003-09-22,0
