id,name,photo,email,source,given_name,family_name,start_date,end_date,party,term
00AFCD693BFADCB8C2257D7B0032D8BD,Atis Lejiņš,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/00afcd693bfadcb8c2257d7b0032d8bd/Foto/0.84?OpenElement&FieldElemFormat=jpg,Atis.Lejins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/00AFCD693BFADCB8C2257D7B0032D8BD?OpenDocument&lang=EN,Atis,Lejiņš,2014-11-04,,Unity,12
00D558703F29FD2AC2257D7B0032D7C1,Juris Viļums,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/00d558703f29fd2ac2257d7b0032d7c1/Foto/0.84?OpenElement&FieldElemFormat=jpg,Juris.Vilums@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/00D558703F29FD2AC2257D7B0032D7C1?OpenDocument&lang=EN,Juris,Viļums,2014-11-04,2017-06-21,Latvian Regional Alliance,12
00D558703F29FD2AC2257D7B0032D7C1,Juris Viļums,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/00d558703f29fd2ac2257d7b0032d7c1/Foto/0.84?OpenElement&FieldElemFormat=jpg,Juris.Vilums@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/00D558703F29FD2AC2257D7B0032D7C1?OpenDocument&lang=EN,Juris,Viļums,2017-06-21,,Latvian Regional Alliance,12
036FCBE277D5FA94C2257D7B0032D8DB,Kārlis Seržants,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/036fcbe277d5fa94c2257d7b0032d8db/Foto/0.84?OpenElement&FieldElemFormat=jpg,Karlis.Serzants@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/036FCBE277D5FA94C2257D7B0032D8DB?OpenDocument&lang=EN,Kārlis,Seržants,2014-11-04,,Union of Greens and Farmers,12
04CFBA7C2217F6D3C2257D7B0032DA1E,Janīna Kursīte-Pakule,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/04cfba7c2217f6d3c2257d7b0032da1e/Foto/0.84?OpenElement&FieldElemFormat=jpg,Janina.Kursite@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/04CFBA7C2217F6D3C2257D7B0032DA1E?OpenDocument&lang=EN,Janīna,Kursīte-Pakule,2014-11-04,,National Alliance &#34;All For Latvia!&#34; – &#34;For Fatherland and Freedom/LNNK&#34;,12
07F220D580B4B6A8C2257D7B0032D900,Armands Krauze,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/07f220d580b4b6a8c2257d7b0032d900/Foto/0.84?OpenElement&FieldElemFormat=jpg,Armands.Krauze@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/07F220D580B4B6A8C2257D7B0032D900?OpenDocument&lang=EN,Armands,Krauze,2014-11-04,2016-02-17,Union of Greens and Farmers,12
07F220D580B4B6A8C2257D7B0032D900,Armands Krauze,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/07f220d580b4b6a8c2257d7b0032d900/Foto/0.84?OpenElement&FieldElemFormat=jpg,Armands.Krauze@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/07F220D580B4B6A8C2257D7B0032D900?OpenDocument&lang=EN,Armands,Krauze,2016-02-17,,Union of Greens and Farmers,12
0AC4F923C652D2ADC2257D7B0032D9BA,Inguna Rībena,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/0ac4f923c652d2adc2257d7b0032d9ba/Foto/0.84?OpenElement&FieldElemFormat=jpg,Inguna.Ribena@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/0AC4F923C652D2ADC2257D7B0032D9BA?OpenDocument&lang=EN,Inguna,Rībena,2014-11-04,,National Alliance &#34;All For Latvia!&#34; – &#34;For Fatherland and Freedom/LNNK&#34;,12
0F66CC797D04BF5DC2257D7B0032D7F5,Andrejs Klementjevs,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/0f66cc797d04bf5dc2257d7b0032d7f5/Foto/0.84?OpenElement&FieldElemFormat=jpg,Andrejs.Klementjevs@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/0F66CC797D04BF5DC2257D7B0032D7F5?OpenDocument&lang=EN,Andrejs,Klementjevs,2014-11-04,,Concord,12
12B6D57F344C49B7C2257D7B0032D7F4,Jānis Urbanovičs,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/12b6d57f344c49b7c2257d7b0032d7f4/Foto/0.84?OpenElement&FieldElemFormat=jpg,Janis.Urbanovics@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/12B6D57F344C49B7C2257D7B0032D7F4?OpenDocument&lang=EN,Jānis,Urbanovičs,2014-11-04,,Concord,12
13FA8079F305C84AC2257D7B0032D88C,Ainars Latkovskis,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/13fa8079f305c84ac2257d7b0032d88c/Foto/0.84?OpenElement&FieldElemFormat=jpg,Ainars.Latkovskis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/13FA8079F305C84AC2257D7B0032D88C?OpenDocument&lang=EN,Ainars,Latkovskis,2014-11-04,,Unity,12
14FFBCF326EC49E2C2257D7B0032D83A,Aleksandrs Jakimovs,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/14ffbcf326ec49e2c2257d7b0032d83a/Foto/0.84?OpenElement&FieldElemFormat=jpg,Aleksandrs.Jakimovs@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/14FFBCF326EC49E2C2257D7B0032D83A?OpenDocument&lang=EN,Aleksandrs,Jakimovs,2015-10-29,,Concord,12
1A6B13C5EC34802EC2257D7B0032D7A8,Jānis Ruks,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/1a6b13c5ec34802ec2257d7b0032d7a8/Foto/0.84?OpenElement&FieldElemFormat=jpg,Janis.Ruks@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/1A6B13C5EC34802EC2257D7B0032D7A8?OpenDocument&lang=EN,Jānis,Ruks,2014-11-04,,Latvian Regional Alliance,12
1B0C8EFDF45CE28CC2257D7B0032D9DF,Gunārs Rusiņš,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/1b0c8efdf45ce28cc2257d7b0032d9df/Foto/0.84?OpenElement&FieldElemFormat=jpg,Gunars.Rusins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/1B0C8EFDF45CE28CC2257D7B0032D9DF?OpenDocument&lang=EN,Gunārs,Rusiņš,2014-12-04,2015-05-28,National Alliance &#34;All For Latvia!&#34; – &#34;For Fatherland and Freedom/LNNK&#34;,12
1E94F41F3FBBF53EC2257D7B0032D857,Valērijs Agešins,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/1e94f41f3fbbf53ec2257d7b0032d857/Foto/0.84?OpenElement&FieldElemFormat=jpg,Valerijs.Agesins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/1E94F41F3FBBF53EC2257D7B0032D857?OpenDocument&lang=EN,Valērijs,Agešins,2014-11-04,2017-06-21,Concord,12
24053F6D9FB3426BC2257D7B0032D9B8,Einārs Cilinskis,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/24053f6d9fb3426bc2257d7b0032d9b8/Foto/0.84?OpenElement&FieldElemFormat=jpg,Einars.Cilinskis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/24053F6D9FB3426BC2257D7B0032D9B8?OpenDocument&lang=EN,Einārs,Cilinskis,2014-11-04,2015-01-07,National Alliance &#34;All For Latvia!&#34; – &#34;For Fatherland and Freedom/LNNK&#34;,12
24053F6D9FB3426BC2257D7B0032D9B8,Einārs Cilinskis,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/24053f6d9fb3426bc2257d7b0032d9b8/Foto/0.84?OpenElement&FieldElemFormat=jpg,Einars.Cilinskis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/24053F6D9FB3426BC2257D7B0032D9B8?OpenDocument&lang=EN,Einārs,Cilinskis,2015-01-07,2015-06-17,National Alliance &#34;All For Latvia!&#34; – &#34;For Fatherland and Freedom/LNNK&#34;,12
24053F6D9FB3426BC2257D7B0032D9B8,Einārs Cilinskis,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/24053f6d9fb3426bc2257d7b0032d9b8/Foto/0.84?OpenElement&FieldElemFormat=jpg,Einars.Cilinskis@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/24053F6D9FB3426BC2257D7B0032D9B8?OpenDocument&lang=EN,Einārs,Cilinskis,2015-06-17,,National Alliance &#34;All For Latvia!&#34; – &#34;For Fatherland and Freedom/LNNK&#34;,12
2A456B811618FE4EC2257D7B0032D930,Juris Vectirāns,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/2a456b811618fe4ec2257d7b0032d930/Foto/0.84?OpenElement&FieldElemFormat=jpg,Juris.Vectirans@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/2A456B811618FE4EC2257D7B0032D930?OpenDocument&lang=EN,Juris,Vectirāns,2014-11-05,,Union of Greens and Farmers,12
3027CB184B490DB0C2257D7B0032D7F9,Artūrs Rubiks,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/3027cb184b490db0c2257d7b0032d7f9/Foto/0.84?OpenElement&FieldElemFormat=jpg,Arturs.Rubiks@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/3027CB184B490DB0C2257D7B0032D7F9?OpenDocument&lang=EN,Artūrs,Rubiks,2014-11-04,,Concord,12
31D2A50601CB5C40C2257D7B0032D9DB,Ināra Mūrniece,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/31d2a50601cb5c40c2257d7b0032d9db/Foto/0.84?OpenElement&FieldElemFormat=jpg,Inara.Murniece@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/31D2A50601CB5C40C2257D7B0032D9DB?OpenDocument&lang=EN,Ināra,Mūrniece,2014-11-04,,National Alliance &#34;All For Latvia!&#34; – &#34;For Fatherland and Freedom/LNNK&#34;,12
330FF9A3C41224C0C2257D7B0032D835,Jānis Tutins,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/330ff9a3c41224c0c2257d7b0032d835/Foto/0.84?OpenElement&FieldElemFormat=jpg,Janis.Tutins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/330FF9A3C41224C0C2257D7B0032D835?OpenDocument&lang=EN,Jānis,Tutins,2014-11-04,,Concord,12
336908F2A605F391C2257D7B0032D803,Igors Pimenovs,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/336908f2a605f391c2257d7b0032d803/Foto/0.84?OpenElement&FieldElemFormat=jpg,Igors.Pimenovs@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/336908F2A605F391C2257D7B0032D803?OpenDocument&lang=EN,Igors,Pimenovs,2014-11-04,2016-01-27,Concord,12
336908F2A605F391C2257D7B0032D803,Igors Pimenovs,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/336908f2a605f391c2257d7b0032d803/Foto/0.84?OpenElement&FieldElemFormat=jpg,Igors.Pimenovs@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/336908F2A605F391C2257D7B0032D803?OpenDocument&lang=EN,Igors,Pimenovs,2016-01-27,,Concord,12
36B43BB0CC9713B6C2257D7B0032D93E,Aija Barča,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/36b43bb0cc9713b6c2257d7b0032d93e/Foto/0.84?OpenElement&FieldElemFormat=jpg,Aija.Barca@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/36B43BB0CC9713B6C2257D7B0032D93E?OpenDocument&lang=EN,Aija,Barča,2014-11-04,,Union of Greens and Farmers,12
3760E326BDD2D921C2257D7B0032D7D3,Dainis Liepiņš,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/3760e326bdd2d921c2257d7b0032d7d3/Foto/0.84?OpenElement&FieldElemFormat=jpg,Dainis.Liepins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/3760E326BDD2D921C2257D7B0032D7D3?OpenDocument&lang=EN,Dainis,Liepiņš,2014-11-04,2016-08-01,Latvian Regional Alliance,12
395ACA521F7CCA51C2257D7B0032D94C,Valdis Skujiņš,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/395aca521f7cca51c2257d7b0032d94c/Foto/0.84?OpenElement&FieldElemFormat=jpg,Valdis.Skujins@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/395ACA521F7CCA51C2257D7B0032D94C?OpenDocument&lang=EN,Valdis,Skujiņš,2014-11-04,,Union of Greens and Farmers,12
395CB65CCA31C04AC2257D7B0032D8A8,Aldis Adamovičs,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/395cb65cca31c04ac2257d7b0032d8a8/Foto/0.84?OpenElement&FieldElemFormat=jpg,Aldis.Adamovics@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/395CB65CCA31C04AC2257D7B0032D8A8?OpenDocument&lang=EN,Aldis,Adamovičs,2014-11-04,2016-02-11,Unity,12
395CB65CCA31C04AC2257D7B0032D8A8,Aldis Adamovičs,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/395cb65cca31c04ac2257d7b0032d8a8/Foto/0.84?OpenElement&FieldElemFormat=jpg,Aldis.Adamovics@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/395CB65CCA31C04AC2257D7B0032D8A8?OpenDocument&lang=EN,Aldis,Adamovičs,2016-02-11,,Unity,12
3C3DDE85AB52B94CC2257D7B0032D847,Vitālijs Orlovs,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/3c3dde85ab52b94cc2257d7b0032d847/Foto/0.84?OpenElement&FieldElemFormat=jpg,Vitalijs.Orlovs@saeima.lv,http://titania.saeima.lv/personal/deputati/saeima12_depweb_public.nsf/0/3C3DDE85AB52B94CC2257D7B0032D847?OpenDocument&lang=EN,Vitālijs,Orlovs,2014-11-04,,Concord,12
