id,name,sort_name,given_name,family_name,birth_date,gender,area,area_id,council,council_id,party,party_id,faction,faction_id,term,end_date,start_date
4154,Jean-Luc Addor,"Addor, Jean-Luc",Jean-Luc,Addor,1964-04-22,male,VS,0,NR,1,SVP,0,V,4,50,,
3867,Andreas Aebi,"Aebi, Andreas",Andreas,Aebi,1958-11-26,male,BE,0,NR,1,SVP,0,V,4,50,,
4049,Matthias Aebischer,"Aebischer, Matthias",Matthias,Aebischer,1967-10-18,male,BE,0,NR,1,SP,0,S,2,50,,
4053,Thomas Aeschi,"Aeschi, Thomas",Thomas,Aeschi,1979-01-13,male,ZG,0,NR,1,SVP,0,V,4,50,,
1131,Evi Allemann,"Allemann, Evi",Evi,Allemann,1978-07-16,female,BE,0,NR,1,SP,0,S,2,50,,
4107,Cesla Amarelle,"Amarelle, Cesla",Cesla,Amarelle,1973-09-14,female,VD,0,NR,1,SP,0,S,2,50,,
4090,Céline Amaudruz,"Amaudruz, Céline",Céline,Amaudruz,1979-03-15,female,GE,0,NR,1,SVP,0,V,4,50,,
1288,Viola Amherd,"Amherd, Viola",Viola,Amherd,1962-06-07,female,VS,0,NR,1,CVP,0,C,3,50,,
4180,Thomas Ammann,"Ammann, Thomas",Thomas,Ammann,1964-07-13,male,SG,0,NR,1,CVP,0,C,3,50,,
1135,Adrian Amstutz,"Amstutz, Adrian",Adrian,Amstutz,1953-12-02,male,BE,0,NR,1,SVP,0,V,4,50,,
4155,Beat Arnold,"Arnold, Beat",Beat,Arnold,1978-04-24,male,UR,0,NR,1,SVP,0,V,4,50,,
4184,Sibel Arslan,"Arslan, Sibel",Sibel,Arslan,1980-06-23,female,BS,0,NR,1,BastA,0,G,6,50,,
4058,Jacqueline Badran,"Badran, Jacqueline",Jacqueline,Badran,1961-11-12,female,ZH,0,NR,1,SP,0,S,2,50,,
4138,Guillaume Barazzone,"Barazzone, Guillaume",Guillaume,Barazzone,1982-01-13,male,GE,0,NR,1,CVP,0,C,3,50,,
4203,Angelo Barrile,"Barrile, Angelo",Angelo,Barrile,1976-08-22,male,ZH,0,NR,1,SP,0,S,2,50,,2015-12-08
4187,Philippe Bauer,"Bauer, Philippe",Philippe,Bauer,1962-04-09,male,NE,0,NR,1,FDP-Liberale,0,RL,1,50,,
1138,Martin Bäumle,"Bäumle, Martin",Martin,Bäumle,1964-06-03,male,ZH,0,NR,1,glp,0,GL,137,50,,
4182,Claude Béglé,"Béglé, Claude",Claude,Béglé,1949-12-04,male,VD,0,NR,1,CVP,0,C,3,50,,
4102,Kathrin Bertschy,"Bertschy, Kathrin",Kathrin,Bertschy,1979-07-02,female,BE,0,NR,1,glp,0,GL,137,50,,
4209,Hans-Ulrich Bigler,"Bigler, Hans-Ulrich",Hans-Ulrich,Bigler,1958-04-05,male,ZH,0,NR,1,FDP-Liberale,0,RL,1,50,,2015-12-08
4030,Prisca Birrer-Heimo,"Birrer-Heimo, Prisca",Prisca,Birrer-Heimo,1959-02-04,female,LU,0,NR,1,SP,0,S,2,50,,
4188,Frédéric Borloz,"Borloz, Frédéric",Frédéric,Borloz,1966-04-22,male,VD,0,NR,1,FDP-Liberale,0,RL,1,50,,
3872,Jacques Bourgeois,"Bourgeois, Jacques",Jacques,Bourgeois,1958-03-14,male,FR,0,NR,1,FDP-Liberale,0,RL,1,50,,
4067,Heinz Brand,"Brand, Heinz",Heinz,Brand,1955-09-06,male,GR,0,NR,1,SVP,0,V,4,50,,
724,Daniel Brélaz,"Brélaz, Daniel",Daniel,Brélaz,1950-01-04,male,VD,0,NR,1,GPS,0,G,6,50,,
307,Toni Brunner,"Brunner, Toni",Toni,Brunner,1974-08-23,male,SG,0,NR,1,SVP,0,V,4,50,,
4025,Roland Rino Büchel,"Büchel, Roland Rino",Roland Rino,Büchel,1965-10-08,male,SG,0,NR,1,SVP,0,V,4,50,,
1104,Jakob Büchler,"Büchler, Jakob",Jakob,Büchler,1952-05-29,male,SG,0,NR,1,CVP,0,C,3,50,,
4156,Michaël Buffat,"Buffat, Michaël",Michaël,Buffat,1979-09-27,male,VD,0,NR,1,SVP,0,V,4,50,,
4157,Manfred Bühler,"Bühler, Manfred",Manfred,Bühler,1979-04-10,male,BE,0,NR,1,SVP,0,V,4,50,,
4101,Christine Bulliard-Marbach,"Bulliard-Marbach, Christine",Christine,Bulliard-Marbach,1959-10-13,female,FR,0,NR,1,CVP,0,C,3,50,,
4158,Thomas Burgherr,"Burgherr, Thomas",Thomas,Burgherr,1962-08-01,male,AG,0,NR,1,SVP,0,V,4,50,,
4189,Thierry Burkart,"Burkart, Thierry",Thierry,Burkart,1975-08-21,male,AG,0,NR,1,FDP-Liberale,0,RL,1,50,,
4086,Yannick Buttet,"Buttet, Yannick",Yannick,Buttet,1977-07-12,male,VS,0,NR,1,CVP,0,C,3,50,,
4200,Duri Campell,"Campell, Duri",Duri,Campell,1963-04-05,male,GR,0,NR,1,BDP,0,BD,136,50,,
4070,Martin Candinas,"Candinas, Martin",Martin,Candinas,1980-08-20,male,GR,0,NR,1,CVP,0,C,3,50,,
3830,Marina Carobbio Guscetti,"Carobbio Guscetti, Marina",Marina,Carobbio Guscetti,1966-06-12,female,TI,0,NR,1,SP,0,S,2,50,,
3828,Ignazio Cassis,"Cassis, Ignazio",Ignazio,Cassis,1961-04-13,male,TI,0,NR,1,FDP-Liberale,0,RL,1,50,,
4108,Isabelle Chevalley,"Chevalley, Isabelle",Isabelle,Chevalley,1972-04-13,female,VD,0,NR,1,glp,0,GL,137,50,,
4159,Marco Chiesa,"Chiesa, Marco",Marco,Chiesa,1974-10-10,male,TI,0,NR,1,SVP,0,V,4,50,,
4135,Raymond Clottu,"Clottu, Raymond",Raymond,Clottu,1967-12-18,male,NE,0,NR,1,SVP,0,V,4,50,,
1124,Dominique de Buman,"de Buman, Dominique",Dominique,de Buman,1956-04-28,male,FR,0,NR,1,CVP,0,C,3,50,,
4051,Thomas de Courten,"de Courten, Thomas",Thomas,de Courten,1966-07-29,male,BL,0,NR,1,SVP,0,V,4,50,,
4201,Denis de la Reussille,"de la Reussille, Denis",Denis,de la Reussille,1960-10-24,male,NE,0,NR,1,PdA,0,G,6,50,,
4079,Fathi Derder,"Derder, Fathi",Fathi,Derder,1970-12-04,male,VD,0,NR,1,FDP-Liberale,0,RL,1,50,,
4160,Marcel Dettling,"Dettling, Marcel",Marcel,Dettling,1981-02-01,male,SZ,0,NR,1,SVP,0,V,4,50,,
4190,Marcel Dobler,"Dobler, Marcel",Marcel,Dobler,1980-08-29,male,SG,0,NR,1,FDP-Liberale,0,RL,1,50,,
4110,Hans Egloff,"Egloff, Hans",Hans,Egloff,1959-11-27,male,ZH,0,NR,1,SVP,0,V,4,50,,
3875,Corina Eichenberger-Walther,"Eichenberger-Walther, Corina",Corina,Eichenberger-Walther,1954-10-14,female,AG,0,NR,1,FDP-Liberale,0,RL,1,50,,
3876,Yvette Estermann,"Estermann, Yvette",Yvette,Estermann,1967-02-26,female,LU,0,NR,1,SVP,0,V,4,50,,
74,Christoph Eymann,"Eymann, Christoph",Christoph,Eymann,1951-01-15,male,BS,0,NR,1,LDP,0,RL,1,50,,
4056,Daniel Fässler,"Fässler, Daniel",Daniel,Fässler,1960-08-22,male,AI,0,NR,1,CVP,0,C,3,50,,
4195,Laurence Fehlmann Rielle,"Fehlmann Rielle, Laurence",Laurence,Fehlmann Rielle,1955-09-11,female,GE,0,NR,1,SP,0,S,2,50,,
4077,Olivier Feller,"Feller, Olivier",Olivier,Feller,1974-08-30,male,VD,0,NR,1,FDP-Liberale,0,RL,1,50,,
4069,Yvonne Feri,"Feri, Yvonne",Yvonne,Feri,1966-03-21,female,AG,0,NR,1,SP,0,S,2,50,,
3877,Doris Fiala,"Fiala, Doris",Doris,Fiala,1957-01-29,female,ZH,0,NR,1,FDP-Liberale,0,RL,1,50,,
4059,Beat Flach,"Flach, Beat",Beat,Flach,1965-01-21,male,AG,0,NR,1,glp,0,GL,137,50,,
3878,Sylvia Flückiger-Bäni,"Flückiger-Bäni, Sylvia",Sylvia,Flückiger-Bäni,1952-06-01,female,AG,0,NR,1,SVP,0,V,4,50,,
1122,Kurt Fluri,"Fluri, Kurt",Kurt,Fluri,1955-08-19,male,SO,0,NR,1,FDP-Liberale,0,RL,1,50,,
4042,Sebastian Frehner,"Frehner, Sebastian",Sebastian,Frehner,1973-09-02,male,BS,0,NR,1,SVP,0,V,4,50,,
4185,Jonas Fricker,"Fricker, Jonas",Jonas,Fricker,1977-03-30,male,AG,0,NR,1,GPS,0,G,6,50,,
4074,Pierre-Alain Fridez,"Fridez, Pierre-Alain",Pierre-Alain,Fridez,1957-11-20,male,JU,0,NR,1,SP,0,S,2,50,,
4131,Claudia Friedl,"Friedl, Claudia",Claudia,Friedl,1960-07-19,female,SG,0,NR,1,SP,0,S,2,50,,
1125,Chantal Galladé,"Galladé, Chantal",Chantal,Galladé,1972-12-17,female,ZH,0,NR,1,SP,0,S,2,50,,
4071,Urs Gasche,"Gasche, Urs",Urs,Gasche,1955-03-15,male,BE,0,NR,1,BDP,0,BD,136,50,,2015-12-08
3880,Andrea Martina Geissbühler,"Geissbühler, Andrea Martina",Andrea Martina,Geissbühler,1976-08-03,female,BE,0,NR,1,SVP,0,V,4,50,,
4191,Benoît Genecand,"Genecand, Benoît",Benoît,Genecand,1964-01-28,male,GE,0,NR,1,FDP-Liberale,0,RL,1,50,,
91,Ulrich Giezendanner,"Giezendanner, Ulrich",Ulrich,Giezendanner,1953-10-31,male,AG,0,NR,1,SVP,0,V,4,50,,
3882,Bastien Girod,"Girod, Bastien",Bastien,Girod,1980-12-21,male,ZH,0,NR,1,GPS,0,G,6,50,,
1337,Ida Glanzmann-Hunkeler,"Glanzmann-Hunkeler, Ida",Ida,Glanzmann-Hunkeler,1958-09-29,female,LU,0,NR,1,CVP,0,C,3,50,,
4161,Andreas Glarner,"Glarner, Andreas",Andreas,Glarner,1962-10-09,male,AG,0,NR,1,SVP,0,V,4,50,,
4093,Balthasar Glättli,"Glättli, Balthasar",Balthasar,Glättli,1972-02-12,male,ZH,0,NR,1,GPS,0,G,6,50,,
4096,Alois Gmür,"Gmür, Alois",Alois,Gmür,1955-04-03,male,SZ,0,NR,1,CVP,0,C,3,50,,
4181,Andrea Gmür-Schönenberger,"Gmür-Schönenberger, Andrea",Andrea,Gmür-Schönenberger,1964-07-17,female,LU,0,NR,1,CVP,0,C,3,50,,
4137,Roger Golay,"Golay, Roger",Roger,Golay,1959-09-23,male,GE,0,NR,1,MCG,0,V,4,50,,
4116,Petra Gössi,"Gössi, Petra",Petra,Gössi,1976-01-12,female,SZ,0,NR,1,FDP-Liberale,0,RL,1,50,,
806,Maya Graf,"Graf, Maya",Maya,Graf,1962-02-28,female,BL,0,NR,1,GPS,0,G,6,50,,
1295,Edith Graf-Litscher,"Graf-Litscher, Edith",Edith,Graf-Litscher,1964-03-25,female,TG,0,NR,1,SP,0,S,2,50,,
3885,Jean-Pierre Grin,"Grin, Jean-Pierre",Jean-Pierre,Grin,1947-03-16,male,VD,0,NR,1,SVP,0,V,4,50,,
4083,Jürg Grossen,"Grossen, Jürg",Jürg,Grossen,1969-08-24,male,BE,0,NR,1,glp,0,GL,137,50,,
3886,Hans Grunder,"Grunder, Hans",Hans,Grunder,1956-06-13,male,BE,0,NR,1,BDP,0,BD,136,50,,
4162,Franz Grüter,"Grüter, Franz",Franz,Grüter,1963-07-29,male,LU,0,NR,1,SVP,0,V,4,50,,
4087,Jean-Paul Gschwind,"Gschwind, Jean-Paul",Jean-Paul,Gschwind,1952-10-31,male,JU,0,NR,1,CVP,0,C,3,50,,
4082,Bernhard Guhl,"Guhl, Bernhard",Bernhard,Guhl,1972-06-10,male,AG,0,NR,1,BDP,0,BD,136,50,,
4196,Tim Guldimann,"Guldimann, Tim",Tim,Guldimann,1950-09-19,male,ZH,0,NR,1,SP,0,S,2,50,,
4121,Barbara Gysi,"Gysi, Barbara",Barbara,Gysi,1964-05-14,female,SG,0,NR,1,SP,0,S,2,50,,
4076,Philipp Hadorn,"Hadorn, Philipp",Philipp,Hadorn,1967-02-06,male,SO,0,NR,1,SP,0,S,2,50,,
4061,Thomas Hardegger,"Hardegger, Thomas",Thomas,Hardegger,1956-04-02,male,ZH,0,NR,1,SP,0,S,2,50,,
4149,Christine Häsler,"Häsler, Christine",Christine,Häsler,1963-01-11,female,BE,0,NR,1,GPS,0,G,6,50,,
4103,Markus Hausammann,"Hausammann, Markus",Markus,Hausammann,1964-09-20,male,TG,0,NR,1,SVP,0,V,4,50,,
3887,Alfred Heer,"Heer, Alfred",Alfred,Heer,1961-10-12,male,ZH,0,NR,1,SVP,0,V,4,50,,
1156,Bea Heim,"Heim, Bea",Bea,Heim,1946-04-07,female,SO,0,NR,1,SP,0,S,2,50,,
4129,Verena Herzog,"Herzog, Verena",Verena,Herzog,1956-02-07,female,TG,0,NR,1,SVP,0,V,4,50,,
4163,Erich Hess,"Hess, Erich",Erich,Hess,1981-03-25,male,BE,0,NR,1,SVP,0,V,4,50,,
4192,Hermann Hess,"Hess, Hermann",Hermann,Hess,1951-12-22,male,TG,0,NR,1,FDP-Liberale,0,RL,1,50,,
4094,Lorenz Hess,"Hess, Lorenz",Lorenz,Hess,1961-06-28,male,BE,0,NR,1,BDP,0,BD,136,50,,
3888,Hugues Hiltpold,"Hiltpold, Hugues",Hugues,Hiltpold,1969-05-05,male,GE,0,NR,1,FDP-Liberale,0,RL,1,50,,
1071,Ruth Humbel,"Humbel, Ruth",Ruth,Humbel,1957-07-23,female,AG,0,NR,1,CVP,0,C,3,50,,
3890,Thomas Hurter,"Hurter, Thomas",Thomas,Hurter,1963-11-01,male,SH,0,NR,1,SVP,0,V,4,50,,
4164,Christian Imark,"Imark, Christian",Christian,Imark,1982-01-29,male,SO,0,NR,1,SVP,0,V,4,50,,
4031,Maja Ingold,"Ingold, Maja",Maja,Ingold,1948-05-23,female,ZH,0,NR,1,EVP,0,C,3,50,,
4032,Beat Jans,"Jans, Beat",Beat,Jans,1964-07-12,male,BS,0,NR,1,SP,0,S,2,50,,
4208,Matthias Samuel Jauslin,"Jauslin, Matthias Samuel",Matthias Samuel,Jauslin,1962-04-20,male,AG,0,NR,1,FDP-Liberale,0,RL,1,50,,
3891,Daniel Jositsch,"Jositsch, Daniel",Daniel,Jositsch,1965-03-25,male,ZH,0,NR,1,SP,0,S,2,50,,
4098,Peter Keller,"Keller, Peter",Peter,Keller,1971-04-22,male,NW,0,NR,1,SVP,0,V,4,50,,
4165,Barbara Keller-Inhelder,"Keller-Inhelder, Barbara",Barbara,Keller-Inhelder,1968-08-24,female,SG,0,NR,1,SVP,0,V,4,50,,
1147,Margret Kiener Nellen,"Kiener Nellen, Margret",Margret,Kiener Nellen,1953-04-17,female,BE,0,NR,1,SP,0,S,2,50,,
4114,Hansjörg Knecht,"Knecht, Hansjörg",Hansjörg,Knecht,1960-03-24,male,AG,0,NR,1,SVP,0,V,4,50,,
4166,Roger Köppel,"Köppel, Roger",Roger,Köppel,1965-03-21,male,ZH,0,NR,1,SVP,0,V,4,50,,
4008,Martin Landolt,"Landolt, Martin",Martin,Landolt,1968-06-30,male,GL,0,NR,1,BDP,0,BD,136,50,,
487,Susanne Leutenegger Oberholzer,"Leutenegger Oberholzer, Susanne",Susanne,Leutenegger Oberholzer,1948-03-06,female,BL,0,NR,1,SP,0,S,2,50,,
4118,Christian Lohr,"Lohr, Christian",Christian,Lohr,1962-04-05,male,TG,0,NR,1,CVP,0,C,3,50,,
3895,Christian Lüscher,"Lüscher, Christian",Christian,Lüscher,1963-12-06,male,GE,0,NR,1,FDP-Liberale,0,RL,1,50,,
4018,Jacques-André Maire,"Maire, Jacques-André",Jacques-André,Maire,1957-05-27,male,NE,0,NR,1,SP,0,S,2,50,,
4183,Géraldine Marchand-Balet,"Marchand-Balet, Géraldine",Géraldine,Marchand-Balet,1971-01-18,female,VS,0,NR,1,CVP,0,C,3,50,,
1139,Christa Markwalder,"Markwalder, Christa",Christa,Markwalder,1975-07-27,female,BE,0,NR,1,FDP-Liberale,0,RL,1,50,,
3923,Ada Marra,"Marra, Ada",Ada,Marra,1973-03-10,female,VD,0,NR,1,SP,0,S,2,50,,
4197,Min Li Marti,"Marti, Min Li",Min Li,Marti,1974-06-01,female,ZH,0,NR,1,SP,0,S,2,50,,
4167,Magdalena Martullo-Blocher,"Martullo-Blocher, Magdalena",Magdalena,Martullo-Blocher,1969-08-13,female,GR,0,NR,1,SVP,0,V,4,50,,
4130,Nadine Masshardt,"Masshardt, Nadine",Nadine,Masshardt,1984-10-04,female,BE,0,NR,1,SP,0,S,2,50,,
4144,Thomas Matter,"Matter, Thomas",Thomas,Matter,1966-03-23,male,ZH,0,NR,1,SVP,0,V,4,50,,
4186,Lisa Mazzone,"Mazzone, Lisa",Lisa,Mazzone,1988-01-25,female,GE,0,NR,1,GPS,0,G,6,50,,
