id,name,email,twitter,group,area,chamber,start_date,end_date
601,Hon. Alderic Bristol,abristol@nationalassembly.sc,,Parti Lepep,TAKAMAKA,National Assembly,2011,""
374,Hon. Andre Pool,apool@nationalassembly.sc,,Parti Lepep,Proportionally Elected,National Assembly,2011,""
603,Hon. Begitta Jeannevol,bjeannevol@nationalassembly.sc,,Parti Lepep,MONT FLEURI,National Assembly,2011,""
604,Hon. Bernard Arnephy,barnephy@nationalassembly.sc,,Parti Lepep,ANSE BOILEAU,National Assembly,2011,""
605,Hon. Chantal Ghislain,cghislain@nationalassembly.sc,,Parti Lepep,THE INNER ISLANDS,National Assembly,2011,""
383,Hon. Charles De Commarmond,cdecommarmond@nationalassembly.sc,,Parti Lepep,CASCADE,National Assembly,2011,""
623,Hon. David Pierre,dpierre@nationalassembly.sc,,PDM,Proportionally Elected,National Assembly,2011,""
606,Hon. Derek Samson,dsamson@nationalassembly.sc,,Parti Lepep,ANSE ROYALE,National Assembly,2011,""
385,Hon. Dr. David Payet,dpayet@nationalassembly.sc,,Parti Lepep,GLACIS,National Assembly,2011,""
364,Hon. Dr. Patrick Herminie,lgb5@seychelles.net,,Parti Lepep,Proportionally Elected,National Assembly,2011,""
607,Hon. Emmanuel Fideria,efideria@nationalassembly.sc,,Parti Lepep,LES MAMELLES,National Assembly,2011,""
608,Hon. Galen Bresson,gbresson@nationalassembly.sc,,Parti Lepep,BEL OMBRE,National Assembly,2011,""
609,Hon. Herbert Houareau,hhouareau@nationalassembly.sc,,Parti Lepep,ST. LOUIS,National Assembly,2011,""
393,Hon. Jeniffer Vel,jvel@nationalassembly.sc,,Parti Lepep,POINTE LARUE,National Assembly,2011,""
610,Hon. Jeovana Charles,jcharles@nationalassembly.sc,,Parti Lepep,ROCHE CAIMAN,National Assembly,2011,""
612,Hon. Kevin Vidot,kvidot@nationalassembly.sc,,Parti Lepep,ENGLISH RIVER,National Assembly,2011,""
613,Hon. Lenny Lebon,llebon@nationalassembly.sc,,Parti Lepep,GRAND ANSE MAHE,National Assembly,2011,""
387,Hon. Marc Volcere,mvolcere@nationalassembly.sc,,Parti Lepep,GRAND ANSE PRASLIN,National Assembly,2011,""
908,Hon. Maria Payet-Marie,mpmarie@nationalassembly.sc,,Parti Lepep,Proportionally Elected,National Assembly,2011,""
371,Hon. Marie-Antoinette Rose,marose@nationalassembly.sc,,Parti Lepep,Proportionally Elected,National Assembly,2011,""
1031,Hon. Meggy Marie,msmarie@nationalassembly.sc,,Parti Lepep,ANSE AUX PINS,National Assembly,2011,""
614,Hon. Melval Dugasse,mdugasse@nationalassembly.sc,,Parti Lepep,ANSE ETOILE,National Assembly,2011,""
615,Hon. Mirena Souris,msouris@nationalassembly.sc,,Parti Lepep,BEAU VALLON,National Assembly,2011,""
617,Hon. Murielle Marie,mmarie@nationalassembly.sc,,Parti Lepep,AU CAP,National Assembly,2011,""
618,Hon. Natasha Esther,nesther@nationalassembly.sc,,Parti Lepep,BAIE STE ANNE PRASLIN,National Assembly,2011,""
619,Hon. Nichole Barbe,nbarbe@nationalassembly.sc,,Parti Lepep,BEL AIR,National Assembly,2011,""
620,Hon. Roma Edmond,raglae@nationalassembly.sc,,Parti Lepep,PLAISANCE,National Assembly,2011,""
624,Hon. Sebastien Pillay,spillay@nationalassembly.sc,,Parti Lepep,Proportionally Elected,National Assembly,2011,""
621,Hon. Sheryl Vangadasamy,svangadasamy@nationalassembly.sc,,Parti Lepep,MONT BUXTON,National Assembly,2011,""
622,Hon. Sultane Jacqueline,sjacqueline@nationalassembly.sc,,Parti Lepep,PORT GLAUD,National Assembly,2011,""
885,Hon. Sylvianne Valmont,sylviannevalmont@gmail.com,,Parti Lepep,Proportionally Elected,National Assembly,2011,""
379,Hon. Wilby Lucas,wlucas@nationalassembly.sc,,Parti Lepep,BAIE LAZARE,National Assembly,2011,""
