id,name,image,given_name,family_name,sort_name,birth_date,gender,identifier__bioguide,identifier__thomas,identifier__lis,identifier__govtrack,identifier__opensecrets,identifier__votesmart,identifier__fec,identifier__cspan,identifier__wikipedia,identifier__house_history,identifier__ballotpedia,identifier__maplight,identifier__icpsr,identifier__wikidata,identifier__google_entity_id,house,start_date,state,district,party,homepage,phone,fax,area_id,ocd_id,term,end_date,identifier__bioguide_previous
A000014,Neil Abercrombie,https://theunitedstates.io/images/congress/original/A000014.jpg,Neil,Abercrombie,"Abercrombie, Neil",1938-06-26,male,A000014,00002,,400001,N00007665,26827,H6HI01121,,Neil_Abercrombie,8268,,,15245,Q469689,kg:/m/0255rj,rep,1991-01-06,HI,1,Democrat,,,,HI-1,ocd-division/country:us/state:hi/cd:1,102,1993-01-03,
A000014,Neil Abercrombie,https://theunitedstates.io/images/congress/original/A000014.jpg,Neil,Abercrombie,"Abercrombie, Neil",1938-06-26,male,A000014,00002,,400001,N00007665,26827,H6HI01121,,Neil_Abercrombie,8268,,,15245,Q469689,kg:/m/0255rj,rep,1993-01-06,HI,1,Democrat,,,,HI-1,ocd-division/country:us/state:hi/cd:1,103,1995-01-03,
A000014,Neil Abercrombie,https://theunitedstates.io/images/congress/original/A000014.jpg,Neil,Abercrombie,"Abercrombie, Neil",1938-06-26,male,A000014,00002,,400001,N00007665,26827,H6HI01121,,Neil_Abercrombie,8268,,,15245,Q469689,kg:/m/0255rj,rep,1995-01-06,HI,1,Democrat,,,,HI-1,ocd-division/country:us/state:hi/cd:1,104,1997-01-03,
A000014,Neil Abercrombie,https://theunitedstates.io/images/congress/original/A000014.jpg,Neil,Abercrombie,"Abercrombie, Neil",1938-06-26,male,A000014,00002,,400001,N00007665,26827,H6HI01121,,Neil_Abercrombie,8268,,,15245,Q469689,kg:/m/0255rj,rep,1997-01-07,HI,1,Democrat,,,,HI-1,ocd-division/country:us/state:hi/cd:1,105,1999-01-03,
A000014,Neil Abercrombie,https://theunitedstates.io/images/congress/original/A000014.jpg,Neil,Abercrombie,"Abercrombie, Neil",1938-06-26,male,A000014,00002,,400001,N00007665,26827,H6HI01121,,Neil_Abercrombie,8268,,,15245,Q469689,kg:/m/0255rj,rep,1999-01-06,HI,1,Democrat,,,,HI-1,ocd-division/country:us/state:hi/cd:1,106,2001-01-03,
A000014,Neil Abercrombie,https://theunitedstates.io/images/congress/original/A000014.jpg,Neil,Abercrombie,"Abercrombie, Neil",1938-06-26,male,A000014,00002,,400001,N00007665,26827,H6HI01121,,Neil_Abercrombie,8268,,,15245,Q469689,kg:/m/0255rj,rep,2001-01-06,HI,1,Democrat,,,,HI-1,ocd-division/country:us/state:hi/cd:1,107,2003-01-03,
A000014,Neil Abercrombie,https://theunitedstates.io/images/congress/original/A000014.jpg,Neil,Abercrombie,"Abercrombie, Neil",1938-06-26,male,A000014,00002,,400001,N00007665,26827,H6HI01121,,Neil_Abercrombie,8268,,,15245,Q469689,kg:/m/0255rj,rep,2003-01-07,HI,1,Democrat,http://www.house.gov/abercrombie,,,HI-1,ocd-division/country:us/state:hi/cd:1,108,2005-01-03,
A000014,Neil Abercrombie,https://theunitedstates.io/images/congress/original/A000014.jpg,Neil,Abercrombie,"Abercrombie, Neil",1938-06-26,male,A000014,00002,,400001,N00007665,26827,H6HI01121,,Neil_Abercrombie,8268,,,15245,Q469689,kg:/m/0255rj,rep,2005-01-06,HI,1,Democrat,http://www.house.gov/abercrombie,,,HI-1,ocd-division/country:us/state:hi/cd:1,109,2007-01-03,
A000014,Neil Abercrombie,https://theunitedstates.io/images/congress/original/A000014.jpg,Neil,Abercrombie,"Abercrombie, Neil",1938-06-26,male,A000014,00002,,400001,N00007665,26827,H6HI01121,,Neil_Abercrombie,8268,,,15245,Q469689,kg:/m/0255rj,rep,2007-01-06,HI,1,Democrat,http://www.house.gov/abercrombie,,,HI-1,ocd-division/country:us/state:hi/cd:1,110,2009-01-03,
A000014,Neil Abercrombie,https://theunitedstates.io/images/congress/original/A000014.jpg,Neil,Abercrombie,"Abercrombie, Neil",1938-06-26,male,A000014,00002,,400001,N00007665,26827,H6HI01121,,Neil_Abercrombie,8268,,,15245,Q469689,kg:/m/0255rj,rep,2009-01-06,HI,1,Democrat,http://www.house.gov/abercrombie,,,HI-1,ocd-division/country:us/state:hi/cd:1,111,2010-03-01,
A000014,Neil Abercrombie,https://theunitedstates.io/images/congress/original/A000014.jpg,Neil,Abercrombie,"Abercrombie, Neil",1938-06-26,male,A000014,00002,,400001,N00007665,26827,H6HI01121,,Neil_Abercrombie,8268,,,15245,Q469689,kg:/m/0255rj,rep,1985-01-06,HI,1,Democrat,,,,HI-1,ocd-division/country:us/state:hi/cd:1,99,1987-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,1987-01-06,NY,7,Democrat,,,,NY-7,ocd-division/country:us/state:ny/cd:7,100,1989-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,1989-01-06,NY,7,Democrat,,,,NY-7,ocd-division/country:us/state:ny/cd:7,101,1991-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,1991-01-06,NY,7,Democrat,,,,NY-7,ocd-division/country:us/state:ny/cd:7,102,1993-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,1993-01-06,NY,5,Democrat,,,,NY-5,ocd-division/country:us/state:ny/cd:5,103,1995-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,1995-01-06,NY,5,Democrat,,,,NY-5,ocd-division/country:us/state:ny/cd:5,104,1997-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,1997-01-07,NY,5,Democrat,,,,NY-5,ocd-division/country:us/state:ny/cd:5,105,1999-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,1999-01-06,NY,5,Democrat,,,,NY-5,ocd-division/country:us/state:ny/cd:5,106,2001-01-03,
A000022,Gary L. Ackerman,https://theunitedstates.io/images/congress/original/A000022.jpg,Gary,Ackerman,"Ackerman, Gary",1942-11-19,male,A000022,00004,,400003,N00001143,26970,H4NY07011,1002061,Gary_Ackerman,8283,,,15000,Q972029,kg:/m/03rhdq,rep,2001-01-06,NY,5,Democrat,,,,NY-5,ocd-division/country:us/state:ny/cd:5,107,2003-01-03,
