id,name,image,phone,email,source
13938f95-f891-4607-a67e-d11a65dc79a3,Jaak Aaviksoo,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/e49068d5-1a20-46dd-b619-c53e78fffb40.jpg,6316575,Jaak.Aaviksoo@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/13938f95-f891-4607-a67e-d11a65dc79a3/Jaak-Aaviksoo
b9feb51b-6b6c-4ca0-b6c2-de0d0fd89aa8,Hannes Hanso,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/28404704-50f4-4dae-8c90-e23982aaf43f.jpg,6316460,Hannes.Hanso@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/b9feb51b-6b6c-4ca0-b6c2-de0d0fd89aa8/Hannes-Hanso
74be76ab-c833-4ae8-89bc-6e4c7bc3f7fd,Jevgeni Ossinovski,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/041c787d-e99a-46de-8b00-70cab01ea880.jpg,6316658,Jevgeni.Ossinovski@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/74be76ab-c833-4ae8-89bc-6e4c7bc3f7fd/Jevgeni-Ossinovski
fd6447a4-c040-4955-b47f-b5634f0fd532,Edgar Savisaar,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/5b36709d-a1d5-44cc-95c3-51b165f9bcc7.jpg,6316638,Edgar.Savisaar@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/fd6447a4-c040-4955-b47f-b5634f0fd532/Edgar-Savisaar
35385340-859d-4ee2-81f8-399474f00d4b,Priit Toobal,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/2f14864e-64d5-4fec-a167-d7c285790863.jpg,6316665,Priit.Toobal@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/35385340-859d-4ee2-81f8-399474f00d4b/Priit-Toobal
312dba1d-041b-4add-a41e-cebf0346434e,Hardi Volmer,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/2a7a812a-c29e-4d59-a443-9a8314c6c8f2.jpg,6316639,Hardi.Volmer@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/312dba1d-041b-4add-a41e-cebf0346434e/Hardi-Volmer
e8df7efa-a72a-495c-a485-7ff8c0a177d8,Lauri Laasi,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/36866ca8-3653-41bd-892a-97466de86445.jpg,631 6478,lauri.laasi@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/e8df7efa-a72a-495c-a485-7ff8c0a177d8/Lauri-Laasi
764a05b8-221d-4b65-b87b-a9b1f8b569fa,Jüri Adams,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/12c3bbdb-e8fb-48df-8447-d7be99d248be.jpg,631 6663,jyri.adams@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/764a05b8-221d-4b65-b87b-a9b1f8b569fa/J%C3%BCri-Adams
bec6cb23-f13e-411b-9393-a3e4fb59378b,Raivo Aeg,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/21e75ed0-a761-43e3-9642-cdd849cb3eb3.jpg,631 6607,raivo.aeg@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/bec6cb23-f13e-411b-9393-a3e4fb59378b/Raivo-Aeg
90074aa2-4938-41a9-8275-3a6efa1cee31,Yoko Alender,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/d17afd5c-62da-4d4a-b830-ea4190f60bca.jpg,631 6561,yoko.alender@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/90074aa2-4938-41a9-8275-3a6efa1cee31/Yoko-Alender
01e6473e-8d4d-4b94-9266-0e5082e94942,Andres Ammas,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/dc22ca97-e64f-493e-9a5c-c7b6a327435e.jpg,631 6680,andres.ammas@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/01e6473e-8d4d-4b94-9266-0e5082e94942/Andres-Ammas
d29b95db-3b4d-43de-802d-652c32199211,Andres Anvelt,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/baf804c0-943c-4c42-932e-3cd1151caf9f.jpg,631 6603,andres.anvelt@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/d29b95db-3b4d-43de-802d-652c32199211/Andres-Anvelt
ed14baf6-eddf-46f6-bff2-21503139d1ec,Krista Aru,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/6819974f-4baa-4e20-8661-7d65665b9982.jpg,631 6454,krista.aru@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/ed14baf6-eddf-46f6-bff2-21503139d1ec/Krista-Aru
3c54682c-4050-471a-bd09-27481a034f82,Maire Aunaste,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/456e28ba-2bcf-4318-84d1-2a0829756fde.jpg,631 6623,maire.aunaste@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/3c54682c-4050-471a-bd09-27481a034f82/Maire-Aunaste
5c9c68d8-7b18-4f3e-901a-afc9970cdd97,Deniss Boroditš,http://www.riigikogu.ee/wpcms/wp-content/uploads/ems/temp/442d52ed-eaf9-42ca-aa68-2561df47c4da.jpg,631 6497,deniss.borodits@riigikogu.ee,http://www.riigikogu.ee/riigikogu/koosseis/riigikogu-liikmed/saadik/5c9c68d8-7b18-4f3e-901a-afc9970cdd97/Deniss-Borodit%C5%A1
