id,name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
0831039938224,Adam Marttinen,adam.marttinen@riksdagen.se,,,Sverigedemokraterna,SD,ocd-division/country:se/constituency:stockholms-kommun,Stockholms kommun,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0831039938224_max.jpg,male
0442629549320,Adnan Dibrani,adnan.dibrani@riksdagen.se,,,Socialdemokraterna,S,ocd-division/country:se/constituency:hallands-län,Hallands län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0442629549320_max.jpg,male
0139948283718,Agneta Börjesson,agneta.borjesson@riksdagen.se,,,Miljöpartiet de gröna,MP,ocd-division/country:se/constituency:hallands-län,Hallands län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0139948283718_max.jpg,female
0376867803913,Agneta Gille,agneta.gille@riksdagen.se,,,Socialdemokraterna,S,ocd-division/country:se/constituency:uppsala-län,Uppsala län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0376867803913_max.jpg,female
0496341906327,Alexandra Völker,alexandra.volker@riksdagen.se,,,Socialdemokraterna,S,ocd-division/country:se/constituency:stockholms-län,Stockholms län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0496341906327_max.jpg,female
014386615025,Ali Esbati,ali.esbati@riksdagen.se,,,Vänsterpartiet,V,ocd-division/country:se/constituency:stockholms-län,Stockholms län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/014386615025_max.jpg,male
0446541913415,Allan Widman,allan.widman@riksdagen.se,,,Folkpartiet liberalerna ,FP,ocd-division/country:se/constituency:malmö-kommun,Malmö kommun,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0446541913415_max.jpg,male
0545353563812,Amineh Kakabaveh,amineh.kakabaveh@riksdagen.se,,,Vänsterpartiet,V,ocd-division/country:se/constituency:stockholms-kommun,Stockholms kommun,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0545353563812_max.jpg,female
072019517020,Amir Adan,amir.adan@riksdagen.se,,,Moderata samlingspartiet,M,ocd-division/country:se/constituency:stockholms-kommun,Stockholms kommun,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/072019517020_max.jpg,male
0920966427818,Anders Ahlgren,anders.ahlgren@riksdagen.se,,,Centerpartiet,C,ocd-division/country:se/constituency:dalarnas-län,Dalarnas län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0920966427818_max.jpg,male
0469825305127,Anders Forsberg,anders.e.forsberg@riksdagen.se,,,Sverigedemokraterna,SD,ocd-division/country:se/constituency:malmö-kommun,Malmö kommun,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0469825305127_max.jpg,male
0843345349823,Anders Hansson,anders.hansson@riksdagen.se,,,Moderata samlingspartiet,M,ocd-division/country:se/constituency:skåne-läns-södra,Skåne läns södra,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0843345349823_max.jpg,male
07351347121,Anders Schröder,anders.schroder@riksdagen.se,,,Miljöpartiet de gröna,MP,ocd-division/country:se/constituency:gävleborgs-län,Gävleborgs län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/07351347121_max.jpg,male
0229760896014,Anders W Jonsson,anders.w.jonsson@riksdagen.se,,,Centerpartiet,C,ocd-division/country:se/constituency:gävleborgs-län,Gävleborgs län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0229760896014_max.jpg,male
0677738818613,Anders Åkesson,anders.akesson@riksdagen.se,,,Centerpartiet,C,ocd-division/country:se/constituency:kalmar-län,Kalmar län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0677738818613_max.jpg,male
0542160909628,Andreas Carlson,andreas.carlson@riksdagen.se,,,Kristdemokraterna,KD,ocd-division/country:se/constituency:jönköpings-län,Jönköpings län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0542160909628_max.jpg,male
0585684563812,Andreas Norlén,andreas.norlen@riksdagen.se,,,Moderata samlingspartiet,M,ocd-division/country:se/constituency:östergötlands-län,Östergötlands län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0585684563812_max.jpg,male
0198031297912,Anette Åkesson,anette.akesson@riksdagen.se,,,Moderata samlingspartiet,M,ocd-division/country:se/constituency:skåne-läns-norra-och-östra,Skåne läns norra och östra,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0198031297912_max.jpg,female
0138741628520,Angelika Bengtsson,angelika.bengtsson@riksdagen.se,,,Sverigedemokraterna,SD,ocd-division/country:se/constituency:stockholms-kommun,Stockholms kommun,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0138741628520_max.jpg,female
0810201628512,Ann-Charlotte Hammar Johnsson,ann-charlotte.hammar.johnsson@riksdagen.se,,,Moderata samlingspartiet,M,ocd-division/country:se/constituency:skåne-läns-västra,Skåne läns västra,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0810201628512_max.jpg,female
0909948830718,Ann-Christin Ahlberg,ann-christin.ahlberg@riksdagen.se,,,Socialdemokraterna,S,ocd-division/country:se/constituency:västra-götalands-läns-södra,Västra Götalands läns södra,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0909948830718_max.jpg,female
0105126451619,Anna Hagwall,anna.hagwall@riksdagen.se,,,Sverigedemokraterna,SD,ocd-division/country:se/constituency:västerbottens-län,Västerbottens län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0105126451619_max.jpg,female
012053331219,Anna Kinberg Batra,anna.kinberg.batra@riksdagen.se,KinbergBatra,,Moderata samlingspartiet,M,ocd-division/country:se/constituency:stockholms-län,Stockholms län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/012053331219_max.jpg,female
0111479807829,Anna Wallentheim,anna.wallentheim@riksdagen.se,,,Socialdemokraterna,S,ocd-division/country:se/constituency:skåne-läns-norra-och-östra,Skåne läns norra och östra,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0111479807829_max.jpg,female
0970427364222,Anna Wallén,anna.wallen@riksdagen.se,,,Socialdemokraterna,S,ocd-division/country:se/constituency:västmanlands-län,Västmanlands län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0970427364222_max.jpg,female
0407081382317,Anna-Caren Sätherberg,anna-caren.satherberg@riksdagen.se,,,Socialdemokraterna,S,ocd-division/country:se/constituency:jämtlands-län,Jämtlands län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0407081382317_max.jpg,female
0483837558914,Anna-Lena Sörenson,anna-lena.sorenson@riksdagen.se,,,Socialdemokraterna,S,ocd-division/country:se/constituency:östergötlands-län,Östergötlands län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0483837558914_max.jpg,female
0199751900210,Annelie Karlsson,annelie.karlsson@riksdagen.se,,,Socialdemokraterna,S,ocd-division/country:se/constituency:skåne-läns-norra-och-östra,Skåne läns norra och östra,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0199751900210_max.jpg,female
0590042760718,Annicka Engblom,annicka.engblom@riksdagen.se,,,Moderata samlingspartiet,M,ocd-division/country:se/constituency:blekinge-län,Blekinge län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0590042760718_max.jpg,female
0480339311713,Annika Eclund,annika.eclund@riksdagen.se,,,Kristdemokraterna,KD,ocd-division/country:se/constituency:västra-götalands-läns-östra,Västra Götalands läns östra,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0480339311713_max.jpg,female
0819601620927,Annika Hirvonen,annika.hirvonen@riksdagen.se,,,Miljöpartiet de gröna,MP,ocd-division/country:se/constituency:stockholms-län,Stockholms län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0819601620927_max.jpg,female
0172220256016,Annika Lillemets,annika.lillemets@riksdagen.se,,,Miljöpartiet de gröna,MP,ocd-division/country:se/constituency:östergötlands-län,Östergötlands län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0172220256016_max.jpg,female
0962841101917,Annika Qarlsson,annika.qarlsson@riksdagen.se,,,Centerpartiet,C,ocd-division/country:se/constituency:västra-götalands-läns-norra,Västra Götalands läns norra,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0962841101917_max.jpg,female
0338458649710,Anti Avsan,anti.avsan@riksdagen.se,,,Moderata samlingspartiet,M,ocd-division/country:se/constituency:stockholms-län,Stockholms län,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0338458649710_max.jpg,male
0186426023519,Arhe Hamednaca,arhe.hamednaca@riksdagen.se,,,Socialdemokraterna,S,ocd-division/country:se/constituency:stockholms-kommun,Stockholms kommun,Riksdag,2014,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/0186426023519_max.jpg,male
