id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata
42207dcb-4b2f-4749-8206-c2dc7eb97b55,Agne Hansson,Agne,,,,Centerpartiet,C,area/kalmar_län,Kalmar län,Riksdag,1998,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c318b7-83e4-11d4-ae60-0050040c9b55_max.jpg,male,Q4692974
d9c2397b-15e6-4f80-9b38-0e6491e7a89e,Agneta Brendt,Agneta,,,,Socialdemokraterna,S,,,Riksdag,1998,,1999-04-12,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32391-83e4-11d4-ae60-0050040c9b55_max.jpg,female,Q4940591
d9c2397b-15e6-4f80-9b38-0e6491e7a89e,Agneta Brendt,Agneta,,,,Socialdemokraterna,S,,,Riksdag,1998,1999-04-13,,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32391-83e4-11d4-ae60-0050040c9b55_max.jpg,female,Q4940591
4c7c9ec5-1e2d-430f-bfba-fce6948900fa,Agneta Lundberg,Agneta,,,,Socialdemokraterna,S,area/västernorrlands_län,Västernorrlands län,Riksdag,1998,,2000-04-18,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32122-83e4-11d4-ae60-0050040c9b55_max.jpg,female,Q4693160
4c7c9ec5-1e2d-430f-bfba-fce6948900fa,Agneta Lundberg,Agneta,,,,Socialdemokraterna,S,area/västernorrlands_län,Västernorrlands län,Riksdag,1998,2000-05-13,2001-01-29,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32122-83e4-11d4-ae60-0050040c9b55_max.jpg,female,Q4693160
4c7c9ec5-1e2d-430f-bfba-fce6948900fa,Agneta Lundberg,Agneta,,,,Socialdemokraterna,S,area/västernorrlands_län,Västernorrlands län,Riksdag,1998,2001-03-13,,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32122-83e4-11d4-ae60-0050040c9b55_max.jpg,female,Q4693160
d108eabd-45f3-4399-8168-2dd57718a03d,Agneta Ringman,Agneta,,,,Socialdemokraterna,S,area/kalmar_län,Kalmar län,Riksdag,1998,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c31fd2-83e4-11d4-ae60-0050040c9b55_max.jpg,female,Q4693168
9343db22-513f-4607-8a07-fad998abbc71,Alf Eriksson,Alf,,,,Socialdemokraterna,S,area/hallands_län,Hallands län,Riksdag,1998,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c31c0b-83e4-11d4-ae60-0050040c9b55_max.jpg,male,Q4721670
ddcd18fa-fe8d-426a-a287-5c3dca3fd10e,Alf Svensson,Alf,,,,Kristdemokraterna,KD,area/skåne_läns_norra_och_östra,Skåne läns norra och östra,Riksdag,1998,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c31a0c-83e4-11d4-ae60-0050040c9b55_max.jpg,male,Q944795
f4cbc017-d9af-440b-80af-62fad0c109e8,Alice Åström,Alice,,,,Vänsterpartiet,V,area/jönköpings_län,Jönköpings län,Riksdag,1998,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32286-83e4-11d4-ae60-0050040c9b55_max.jpg,female,Q4354173
71e3e72f-27ba-4e01-8302-ca54f2fb759a,Amanda Agestav,Amanda,,,,Kristdemokraterna,KD,area/stockholms_län,Stockholms län,Riksdag,1998,,,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32545-83e4-11d4-ae60-0050040c9b55_max.jpg,female,Q4934300
c22659cb-96c1-4b14-8222-437c115f9c7b,Ana Maria Narti,Ana Maria,,,,Folkpartiet liberalerna,FP,area/stockholms_kommun,Stockholms kommun,Riksdag,1998,1999-10-01,,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c329e6-83e4-11d4-ae60-0050040c9b55_max.jpg,female,Q4750415
d1987b61-9c9a-45d3-bec8-9bea24918ff4,Anders Bengtsson,Anders,,,,Socialdemokraterna,S,area/skåne_läns_norra_och_östra,Skåne läns norra och östra,Riksdag,1998,2000-08-01,2002-01-30,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32a0e-83e4-11d4-ae60-0050040c9b55_max.jpg,male,Q4753726
d1987b61-9c9a-45d3-bec8-9bea24918ff4,Anders Bengtsson,Anders,,,,Socialdemokraterna,S,area/skåne_läns_norra_och_östra,Skåne läns norra och östra,Riksdag,1998,2002-01-31,,http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c32a0e-83e4-11d4-ae60-0050040c9b55_max.jpg,male,Q4753726
