id,name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
614,Alena Kolesárová,,,,Independent,IND,,,National Council,1,,,,female
590,Alica Bieliková,,,,Independent,IND,,,National Council,1,,,,female
625,Alžbeta Borzová,,,,Independent,IND,,,National Council,1,,,,female
382,Anton Hrnko,,,,Independent,IND,,,National Council,1,,,,male
6324426,Anton Juriš,jurianto@nrsr.sk,,,Independent,IND,,,National Council,1,,,http://files.parldata.eu/sk/nrsr/people/54d2a454273a394ad5db939e/image.jpeg,male
604,Anton Národa,,,,Independent,IND,,,National Council,1,,,,male
595,Anton Poliak,,,,Independent,IND,,,National Council,1,,,,male
630,Anton Straka,,,,Independent,IND,,,National Council,1,,,,male
540,Arpád Matejka,,,,Independent,IND,,,National Council,1,,,,male
588,Arpád Tarnóczy,,,,Independent,IND,,,National Council,1,,,,male
5821891,Augustín Marián Húska,huskaugu@nrsr.sk,,,Independent,IND,,,National Council,1,,,http://files.parldata.eu/sk/nrsr/people/54d2a450273a394ad5db937e/image.jpeg,male
392773,Barnabás Ferkó,ferkbarn@nrsr.sk,,,Independent,IND,,,National Council,1,,,http://files.parldata.eu/sk/nrsr/people/54d2a443273a394ad5db92f9/image.jpeg,male
613,Bartolomej Kunc,,,,Independent,IND,,,National Council,1,,,,male
29633136161547922485852619343538,Boris Zala,boris_zala@nrsr.sk,,,Independent,IND,,,National Council,1,,,http://files.parldata.eu/sk/nrsr/people/54d2a489273a394ad5db959c/image.jpeg,male
165222557,Brigita Schmögnerová,,,,Independent,IND,,,National Council,1,,,http://files.parldata.eu/sk/nrsr/people/54d2a47a273a394ad5db950d/image.jpeg,female
23233171848427314151083546612913138,Béla Bugár,bela_bugar@nrsr.sk,,,Independent,IND,,,National Council,1,,,http://files.parldata.eu/sk/nrsr/people/54d2a438273a394ad5db9295/image.jpeg,male
626,Dušan Dorotin,,,,Independent,IND,,,National Council,1,,,,male
618,Dušan Macuška,,,,Independent,IND,,,National Council,1,,,,male
1222131,Dušan Slobodník,slobdusa@nrsr.sk,,,Independent,IND,,,National Council,1,,,http://files.parldata.eu/sk/nrsr/people/54d2a47b273a394ad5db9519/image.jpeg,male
158214186333332817111617,Edit Bauer,edit_bauer@nrsr.sk,,,Independent,IND,,,National Council,1,,,http://files.parldata.eu/sk/nrsr/people/54d2a432273a394ad5db925e/image.jpeg,female
15721422348528192535,Eduard Kukan,eduard_kukan@nrsr.sk,,,Independent,IND,,,National Council,1,,,http://files.parldata.eu/sk/nrsr/people/54d2a45e273a394ad5db9402/image.jpeg,male
446,Ernö Rózsa,,,,Independent,IND,,,National Council,1,,,,male
114210102334159,Eva Rusnáková,eva_rusnakova@nrsr.sk,,,Independent,IND,,,National Council,1,,,http://files.parldata.eu/sk/nrsr/people/54d2a478273a394ad5db94fb/image.jpeg,female
1211047710,Eva Slavkovská,slavkeva@nrsr.sk,,,Independent,IND,,,National Council,1,,,http://files.parldata.eu/sk/nrsr/people/54d2a47a273a394ad5db9513/image.jpeg,female
608,Eva Zelenayová,,,,Independent,IND,,,National Council,1,,,,female
500,František Gaulieder,,,,Independent,IND,,,National Council,1,,,,male
598,František Horál,,,,Independent,IND,,,National Council,1,,,,male
394,František Javorský,,,,Independent,IND,,,National Council,1,,,,male
