id,name,surname,term,source,image,email,facebook,twitter,identifier__openpolis
119733,SPERANZA Roberto,SPERANZA,18,https://politici.openpolis.it/politico/roberto-speranza/119733,https://politici.openpolis.it/politician/picture?content_id=119733,r.speranza@partitodemocratico.it;speranza_r@camera.it,http://www.facebook.com/robersperanza,https://twitter.com/#!/robersperanza,119733
120760,PAGANI Alberto,PAGANI,18,https://politici.openpolis.it/politico/alberto-pagani/120760,https://politici.openpolis.it/politician/picture?content_id=120760,pagani_a@camera.it,https://www.facebook.com/alberto.pagani.5?fref=ts,"",120760
122137,CANNIZZARO Francesco,CANNIZZARO,18,https://politici.openpolis.it/politico/francesco-cannizzaro/122137,https://politici.openpolis.it/politician/picture?content_id=122137,cannizzaro_f@camera.it,"","",122137
122285,INCERTI Antonella,INCERTI,18,https://politici.openpolis.it/politico/antonella-incerti/122285,https://politici.openpolis.it/politician/picture?content_id=122285,info@antonellaincerti.com;incerti_a@camera.it,https://www.facebook.com/antonella.incerti.3?fref=ts,https://twitter.com/#!/antoincerti,122285
122494,ROSSI Andrea,ROSSI,18,https://politici.openpolis.it/politico/andrea-rossi/122494,https://politici.openpolis.it/politician/picture?content_id=122494,rossi_andrea@camera.it,"",https://twitter.com/#!/andrearossi76,122494
122921,DELRIO Graziano,DELRIO,18,https://politici.openpolis.it/politico/graziano-delrio/122921,https://politici.openpolis.it/politician/picture?content_id=122921,delrio_g@camera.it,http://www.facebook.com/pages/Graziano-Delrio/160694770110,https://twitter.com/#!/graziano_delrio,122921
124319,SILVESTRONI Marco,SILVESTRONI,18,https://politici.openpolis.it/politico/marco-silvestroni/124319,https://politici.openpolis.it/politician/picture?content_id=124319,silvestroni_m@camera.it,"","",124319
132852,DEL BARBA Mauro,DEL BARBA,18,https://politici.openpolis.it/politico/mauro-del-barba/132852,https://politici.openpolis.it/politician/picture?content_id=132852,delbarba_m@camera.it,https://www.facebook.com/emmedibi;https://www.facebook.com/Mauro-Del-Barba-196236967189842/,https://twitter.com/#!/emmedibi,132852
14,BRUNETTA Renato,BRUNETTA,18,https://politici.openpolis.it/politico/renato-brunetta/14,https://politici.openpolis.it/politician/picture?content_id=14,rbrunetta@forzait.org;athesia.consulting@libero.it;R.BRUNETTA@CAMERA.IT;r.brunetta@camera.it,http://www.facebook.com/renato.brunetta,https://twitter.com/#!/renatobrunetta,14
14523,FORNARO Federico,FORNARO,18,https://politici.openpolis.it/politico/federico-fornaro/14523,https://politici.openpolis.it/politician/picture?content_id=14523,fornaro_f@camera.it,https://www.facebook.com/fornaro.f?fref=ts,https://twitter.com/#!/Fornaro62,14523
1472,BARELLI Paolo,BARELLI,18,https://politici.openpolis.it/politico/paolo-barelli/1472,https://politici.openpolis.it/politician/picture?content_id=1472,barelli_p@camera.it,"","",1472
14820,PETTAZZI Lino,PETTAZZI,18,https://politici.openpolis.it/politico/lino-pettazzi/14820,https://politici.openpolis.it/politician/picture?content_id=14820,pettazzi_l@camera.it,"","",14820
1502,BUTTI Alessio,BUTTI,18,https://politici.openpolis.it/politico/alessio-butti/1502,https://politici.openpolis.it/politician/picture?content_id=1502,butti_a@camera.it,"",https://twitter.com/#!/buttialessio,1502
158214,RUFFINO Daniela,RUFFINO,18,https://politici.openpolis.it/politico/daniela-ruffino/158214,https://politici.openpolis.it/politician/picture?content_id=158214,ruffino_d@camera.it,"","",158214
1583,GALLI Dario,GALLI,18,https://politici.openpolis.it/politico/dario-galli/1583,https://politici.openpolis.it/politician/picture?content_id=1583,galli_d@camera.it,"","",1583
163965,BINELLI Diego,BINELLI,18,https://politici.openpolis.it/politico/diego-binelli/163965,https://politici.openpolis.it/politician/picture?content_id=163965,binelli_d@camera.it,"","",163965
165818,COLMELLERE Angela,COLMELLERE,18,https://politici.openpolis.it/politico/angela-colmellere/165818,https://politici.openpolis.it/politician/picture?content_id=165818,colmellere_a@camera.it,"","",165818
