name,area_ar,area,image,party,term,source,end_date,end_reason
Ezeddine Abdulsalam Qweireb,زليتن,Zliten,https://www.temehu.com/pictures3/hor13/ezeddin-goubreb.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Emar Milad Rajab Alablaq,زليتن,Zliten,https://www.temehu.com/pictures3/hor13/emmar-alabeq.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Aboubaker Ibrahim Milad,الخمس الساحل,Khoms Coast,https://www.temehu.com/pictures1/hor11/1378-khoms-coast.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Yousef Abdulsalam Alferjani,الخمس الساحل,Khoms Coast,https://www.temehu.com/pictures3/hor13/843-khoms-coast.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdulnaser Alameen Alna'as,الخمس المدينة,Khoms City,https://www.temehu.com/pictures1/hor11/496-khoms-city.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Fathi Abdulsalam Alsharif,قصر الاخيار,Qasr Alakhyar,https://www.temehu.com/pictures2/hor12/662-qasr-akhyar.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ibtisam Abdulsalam Ben Jum'aa,القره بوللي,Castelverde,https://www.temehu.com/pictures1/hor11/469-castelverde.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ali Khalifa Salem Alsoul,القره بوللي,Castelverde,https://www.temehu.com/pictures3/hor13/203-castelverde.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Alsadeq Ali Alkahili,تاجوراء,Tripoli: Tajoura,https://www.temehu.com/pictures3/hor13/982-tajoura2.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Aboualkhayer Alsha'ab Belkhayer,تاجوراء,Tripoli: Tajoura,https://www.temehu.com/pictures2/hor12/792-tajoura.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Khalid Ali Muhammed Alostha,تاجوراء,Tripoli: Tajoura,https://www.temehu.com/pictures2/hor12/1597-tajoura.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Mustafa Abushagour Abushagour,سوق الجمعة,Tripoli: Souq Aljum'aa,https://www.temehu.com/pictures3/hor13/mustafa-abushagur.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Rabi'aa Alsadeq Alfaqih,سوق الجمعة,Tripoli: Souq Aljum'aa,https://www.temehu.com/pictures3/hor13/1791-souq-jumaa.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Loua Muhammed Alghawi,سوق الجمعة,Tripoli: Souq Aljum'aa,https://www.temehu.com/pictures3/hor13/993-souq-jumaa.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Alsadiq Muftah Hmoudah,سوق الجمعة,Tripoli: Souq Aljum'aa,https://www.temehu.com/pictures3/hor13/869-souq-jumaa.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Muhammed Mustafa Rashed,سوق الجمعة,Tripoli: Souq Aljum'aa,https://www.temehu.com/pictures1/hor11/1143-souq-jumaa.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Fouziyyah Muhammed Aboghalya,طرابلس المركز,Tripoli Centre,https://www.temehu.com/pictures1/hor11/1173-tripoli-centre.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Hamoudah Ahmed Sayyala,طرابلس المركز,Tripoli Centre,https://www.temehu.com/pictures1/hor11/1171-tripoli-centre.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ali Omar Aboalqasem Altekbali,طرابلس المركز,Tripoli Centre,https://www.temehu.com/pictures3/hor13/1777-tripoli-centre.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Hana Khalifa Khalid Abodeib,حي الاندلس,Tripoli: Hay Alandulus,https://www.temehu.com/pictures3/hor13/871-hay-andulus.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Rabi'aa Abdulrahman Aboras,حي الاندلس,Tripoli: Hay Alandulus,https://www.temehu.com/pictures1/hor11/545-hay-andulus.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Faez Mustafa Fouzi Alsaraj,حي الاندلس,Tripoli: Hay Alandulus,https://www.temehu.com/pictures3/hor13/1757-hay-andulus.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ali Rhouma Alsaba'ai,حي الاندلس,Tripoli: Hay Alandulus,https://www.temehu.com/pictures3/hor13/1772-hay-andulus.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Masa'ab Muhammed Abolqasem,حي الاندلس,Tripoli: Hay Alandulus,https://www.temehu.com/pictures1/hor11/1330-hay-andulus.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Alsadeq Muhammed Idris,قصر بن غشير,Tripoli: Ben Ghashir,https://www.temehu.com/pictures2/hor12/708-qasr-ben-ghashir4.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Muhammed Bashir Alfayres,قصر بن غشير,Tripoli: Ben Ghashir,https://www.temehu.com/pictures3/hor13/22.qasr-ben-ghashir.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Sa'ad Almeryami Almeryami,ابوسليم,Tripoli: Abu Salim,https://www.temehu.com/pictures3/hor13/28-abu-salim.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
So'aad Abdullah Alsheli,ابوسليم,Tripoli: Abu Salim,https://www.temehu.com/pictures1/hor11/1180-abu-salim.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdulraouf Ibrahim Almana'ai,ابوسليم,Tripoli: Abu Salim,https://www.temehu.com/pictures2/hor12/801-abu-salim.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Tareq Abdullah Alashter,ابوسليم,Tripoli: Abu Salim,https://www.temehu.com/pictures3/hor13/1769-abu-salim.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Asma Mahmoud Alkhouja,عين زارة,Tripoli: Ain Zara,https://www.temehu.com/pictures2/hor12/1619-ainzara.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdulnaser Bashir BenNafi'a,عين زارة,Tripoli: Ain Zara,https://www.temehu.com/pictures1/hor11/488-ainzara.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ali Ahmed Ali Altekali,عين زارة,Tripoli: Ain Zara,https://www.temehu.com/pictures1/hor11/1336-ainzara.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Osama Faraj Alsh'aafi,عين زارة,Tripoli: Ain Zara,https://www.temehu.com/pictures1/hor11/542-ainzara.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ali Muftah Omar Almjdoub,مسيحل +  السائح + اسبيعة,Mseihel + Alsaeh + Sbi'aa,https://www.temehu.com/pictures1/hor11/1138-mseihel.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ibtisam Abdulhafid Omar Salem,العزيزية,Aziziyah,https://www.temehu.com/pictures3/hor13/1781-aziziyah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ali Muhammed Housein Kshir,العزيزية,Aziziyah,https://www.temehu.com/pictures2/hor12/1421-aziziyah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ezeddine Musbah Aborawi,سواني بن آدم,Swani Ben Adam,https://www.temehu.com/pictures1/hor11/390-swani.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Sarah Amer Abduljalil Alsweih ,جنزور,Janzur,https://www.temehu.com/pictures3/hor13/870-janzur.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Aymen Almbrouk Saif Alnaser,جنزور,Janzur,https://www.temehu.com/pictures1/hor11/1142-janzur.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Bashir Ali Sa'ad Alahmar,جنزور,Janzur,https://www.temehu.com/pictures2/hor12/795-janzur.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Omar Ali Alajili Tantoush,الماية,Mayah,https://www.temehu.com/pictures3/hor13/864-mayah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Musbah Miloud Albadawi,الناصرية,Nasiriyah,https://www.temehu.com/pictures1/hor11/393-nasiriyah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Aisha Almahdi Shalabi,الزاوية,Zawia,https://www.temehu.com/pictures2/hor12/1710-zawiyah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
 Muhammed Alfitouri Alhanish,الزاوية,Zawia,https://www.temehu.com/pictures1/hor11/1315-zawiyah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ali Muhammed Hasan Abozriba,الزاوية,Zawia,https://www.temehu.com/pictures1/hor11/1237-zawiyah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Emarah Ali Hasan Shenbaro,الزاوية,Zawia,https://www.temehu.com/pictures2/hor12/1527-zawiyah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Emhamed Ali Belqasem Sh'aib,الزاوية,Zawia,https://www.temehu.com/pictures2/hor12/1513b-zawiyah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Salem Masoud Ahmed Qnidi,الزاوية,Zawia,https://www.temehu.com/pictures3/hor13/216-zawiyah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdulnabi Albashir Abdulmawla,الزاوية,Zawia,https://www.temehu.com/pictures1/hor11/509-zawiyah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdullah Housein Allafi,الزاوية,Zawia,https://www.temehu.com/pictures3/hor13/957-zawiyah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Fouzi Althaher Alnweiry,صرمان,Surman,https://www.temehu.com/pictures2/hor12/1526-serman.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Faraj Bashir Abdulmalik,صبراتة,Sabratah,https://www.temehu.com/pictures1/hor11/abdulmalik-bashir.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Almabrouk Abdullah Alkabir,صبراتة,Sabratah,https://www.temehu.com/pictures2/hor12/almbrouk-mansour.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdulmun'aim Emar Balkour,العجيلات,Ajaylat,https://www.temehu.com/pictures1/hor11/523-ajilat.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Adel Mawloud Mahfoud,العجيلات,Ajaylat,https://www.temehu.com/pictures3/hor13/952-ajilat.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Asseyyedah Kamel Aly'aqoubi,غريان,Gharyan,https://www.temehu.com/pictures1/hor11/43-gheryan.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Suleiman Omar Alharai,غريان,Gharyan,https://www.temehu.com/pictures2/hor12/1480-gheryan2.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Salah Ali Alshibani Zoubik,غريان,Gharyan,https://www.temehu.com/pictures2/hor12/1681-gheryan.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
N'aim Muhammed Abdulrahman,غريان,Gharyan,https://www.temehu.com/pictures3/hor13/1720-gheryan.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Tareq Aboubaker Abouhisa,يفرن,Yefren,https://www.temehu.com/pictures2/hor12/1479-yefren.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdulwahhab Omar Zoliyah,الاصابعة,Alasab'aa,https://www.temehu.com/pictures2/hor12/1568-asabiaa.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Akram Esa Omar Khalifa,ككلة + القلعة,Kikla + Qal'ah,https://www.temehu.com/pictures1/hor11/129-kikla-qala.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Omar Salem Alarabi,الرياينة,Ryayna,https://www.temehu.com/pictures3/hor13/282-rayayna.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Muhammed Ahmed Niqro,الرحيبات,Arrihibat,https://www.temehu.com/pictures3/hor13/279-rhibat.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Salah Alsahbi Ali Balhouq,الرجبان,Rujban,https://www.temehu.com/pictures2/hor12/1563-rujban.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdulsalam Abdullah Nasiyah,الزنتان,Zintan,https://www.temehu.com/pictures1/hor11/1094-zintan.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Omar Ghaith Abokader,الزنتان,Zintan,https://www.temehu.com/pictures3/hor13/833-zintan.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ali Khalifa Al'aisawi,كاباو,Kabaw,https://www.temehu.com/pictures1/hor11/1079-kabaw.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Salem Masoud Qanan,نالوت,Nalut,https://www.temehu.com/pictures3/hor13/836-nalut.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Fahmi Abdulrahman Altawati,مزدة,Mizdah,https://www.temehu.com/pictures1/hor11/1071-mezdah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ehfid Khalifa Shaninah,باطن الجبل,Batin Aljabal,https://www.temehu.com/pictures1/hor11/1080-jabel-bathen.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Abdulqader Bashir Hibah,غدامس,Ghadamis,https://www.temehu.com/pictures1/hor11/546-ghadames.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Ismaeil Muhammed Ismaeil,الجفرة,Jufra,https://www.temehu.com/pictures3/hor13/341-jufrah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Mu'ad Rafi'a Saleh Masoud,الجفرة,Jufra,https://www.temehu.com/pictures2/hor12/1470-jufrah3.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Mdellah Muhammed Qendah,الجفرة,Jufra,https://www.temehu.com/pictures2/hor12/1463-jufrah.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Fathi Abdulrahim Alqabasi,اوجلة,Awjilah,https://www.temehu.com/pictures3/hor13/fathi-alqabbasi.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Hamed Muhammed Maqiq,جالو + اجخرة,Jalu + Jakharrad,https://www.temehu.com/pictures2/hor12/hmed-maqiq.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
Fatima Ahmed Karis,اوجلة + جالو + اجخرة ,Awjilah + Jalu + Jakharrad,https://www.temehu.com/pictures1/hor11/1341-jalu-awjla-women-2.jpg,Independent,1,https://www.temehu.com/house-of-representatives.htm,,
