id,party_id,party,constituency,birth_date,gender,name,family_name,given_name,sort_name,website,email,facebook,twitter,linkedin,image,source,start_date,end_date,term,substitute,death_date,identifier__riksdagen
010343930918,M,Moderata samlingspartiet,Västra Götalands läns södra,1970,female,Cecilie Tenfjord-Toftby,Tenfjord-Toftby,Cecilie,Cecilie,http://www.cecilietoftby.wordpress.com,cecilie.tenfjord-toftby@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/4c83b0e0-8dda-47a4-9464-81c56db30430_max.jpg,http://data.riksdagen.se/person/4c83b0e0-8dda-47a4-9464-81c56db30430,2014-09-29,2018-09-24,2014,,,010343930918
0103624617217,S,Socialdemokraterna,Västerbottens län,1972,female,Helén Pettersson,Pettersson,Helén,Helén,http://www.socialdemokraterna.se/helenpettersson,helen.pettersson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/13c0a836-8abf-453d-92d0-44d009c27f85_max.jpg,http://data.riksdagen.se/person/13c0a836-8abf-453d-92d0-44d009c27f85,2014-09-29,2018-09-24,2014,,,0103624617217
010392780417,S,Socialdemokraterna,Dalarnas län,1967,female,Marie Olsson,Olsson,Marie,Marie,"",marie.olsson@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/f1f00905-525e-43fb-bbd2-e15aa3ff1be1_max.jpg,http://data.riksdagen.se/person/f1f00905-525e-43fb-bbd2-e15aa3ff1be1,2017-04-01,2018-09-24,2014,Peter Hultqvist,,010392780417
0105126451619,IND,Independent,Västerbottens län,1953,female,Anna Hagwall,Hagwall,Anna,Anna,"",anna.hagwall@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/9ba9d931-c9c0-4052-8c1b-9765f09cad69_max.jpg,http://data.riksdagen.se/person/9ba9d931-c9c0-4052-8c1b-9765f09cad69,2014-09-29,2018-09-24,2014,,,0105126451619
0105632258713,M,Moderata samlingspartiet,Skåne läns södra,1968,female,Boriana Åberg,Åberg,Boriana,Boriana,"",boriana.aberg@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/d3628aa4-ea6a-4466-8e2c-f3d0cb2d9cad_max.jpg,http://data.riksdagen.se/person/d3628aa4-ea6a-4466-8e2c-f3d0cb2d9cad,2014-09-29,2018-09-24,2014,,,0105632258713
0105797223918,M,Moderata samlingspartiet,Västra Götalands läns norra,1955,male,Mikael Cederbratt,Cederbratt,Mikael,Mikael,http://www.mikaelcederbratt.se,mikael.cederbratt@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/6b57068c-3968-4dd7-894d-f69b28461d8b_max.jpg,http://data.riksdagen.se/person/6b57068c-3968-4dd7-894d-f69b28461d8b,2014-09-29,2018-09-24,2014,,,0105797223918
0108109641223,M,Moderata samlingspartiet,Dalarnas län,1986,male,Carl-Oskar Bohlin,Bohlin,Carl-Oskar,Carl-Oskar,"",carl-oskar.bohlin@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/7223f863-4406-4833-8f54-ed21dd2ccbc3_max.jpg,http://data.riksdagen.se/person/7223f863-4406-4833-8f54-ed21dd2ccbc3,2014-09-29,2018-09-24,2014,,,0108109641223
0110600080618,S,Socialdemokraterna,Kalmar län,1962,male,Håkan Juholt,Juholt,Håkan,Håkan,http://www.socialdemokraterna.se/hakanjuholt,hakan.juholt@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c31fec-83e4-11d4-ae60-0050040c9b55_max.jpg,http://data.riksdagen.se/person/d7c31fec-83e4-11d4-ae60-0050040c9b55,2014-09-29,2016-09-11,2014,,,0110600080618
0111479807829,S,Socialdemokraterna,Skåne läns norra och östra,1985,female,Anna Wallentheim,Wallentheim,Anna,Anna,"",anna.wallentheim@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/200035cd-228a-4afa-8849-844f2c1e35fb_max.jpg,http://data.riksdagen.se/person/200035cd-228a-4afa-8849-844f2c1e35fb,2017-01-01,2018-09-24,2014,,,0111479807829
0111479807829,S,Socialdemokraterna,Skåne läns norra och östra,1985,female,Anna Wallentheim,Wallentheim,Anna,Anna,"",anna.wallentheim@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/200035cd-228a-4afa-8849-844f2c1e35fb_max.jpg,http://data.riksdagen.se/person/200035cd-228a-4afa-8849-844f2c1e35fb,2017-03-06,2018-09-24,2014,,,0111479807829
0111479807829,S,Socialdemokraterna,Skåne läns norra och östra,1985,female,Anna Wallentheim,Wallentheim,Anna,Anna,"",anna.wallentheim@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/200035cd-228a-4afa-8849-844f2c1e35fb_max.jpg,http://data.riksdagen.se/person/200035cd-228a-4afa-8849-844f2c1e35fb,2014-09-29,2016-06-30,2014,,,0111479807829
0113077554312,S,Socialdemokraterna,Gävleborgs län,1956,male,Raimo Pärssinen,Pärssinen,Raimo,Raimo,http://www.socialdemokraterna.se/raimoparssinen,raimo.parssinen@riksdagen.se,"","","",http://data.riksdagen.se/filarkiv/bilder/ledamot/d7c31ef9-83e4-11d4-ae60-0050040c9b55_max.jpg,http://data.riksdagen.se/person/d7c31ef9-83e4-11d4-ae60-0050040c9b55,2014-09-29,2018-09-24,2014,,,0113077554312
