name,honorific_prefix,area_id,area,term
Bounpheng Sainorlady,Mr,10,Vientiane Province,2011
SomOck Kingsada,Assoc. Prof. Dr,10,Vientiane Province,2011
Somdy Keodalavin,Mr,10,Vientiane Province,2011
Onsy Saensouk,Colonel,10,Vientiane Province,2011
Chanthaboun Phosalath,Ms,10,Vientiane Province,2011
Khamdaeng Silavong,Mr,10,Vientiane Province,2011
Bouavanh Thammavong,Ms,10,Vientiane Province,2011
Khamkhen Oudtama,Lt. Col.,10,Vientiane Province,2011
Bounma Bouchaleun,Mr,11,Bolikhamxay Province,2011
Bouaphanh Leekaiya,Ms,11,Bolikhamxay Province,2011
Bounseng Pathammavong,Mr,11,Bolikhamxay Province,2011
Chouangchanh Latsavong,Col.,11,Bolikhamxay Province,2011
Malisa Aphaylath,Ms,11,Bolikhamxay Province,2011
Sikhay Sipaseuth,Ms,11,Bolikhamxay Province,2011
Bounnhong Khinsamone,Dr,12,Khammouane Province,2011
Saengthong Phakhounthong,Mr,12,Khammouane Province,2011
Inthava Moundala,Mr,12,Khammouane Province,2011
Viengmany Chanthanasin,Ms,12,Khammouane Province,2011
Bounpan Douanglaty,Mr,12,Khammouane Province,2011
Ketsana Latxachack,Dr,12,Khammouane Province,2011
Thipphachanh Phoxay,Police Lt. Colonel,12,Khammouane Province,2011
Xaysomphone Phomvihane,Dr,13,Savannakhet Province,2011
Vankham Inthichack,Mr,13,Savannakhet Province,2011
Somphou Douangsavanh,Dr,13,Savannakhet Province,2011
Simoun Ounlasy,Mr,13,Savannakhet Province,2011
Somphet Inthathilath,Mr,13,Savannakhet Province,2011
Bounchanh Sinthavong,Mr,13,Savannakhet Province,2011
Bounnheuane Thidphoutthavong,Ms,13,Savannakhet Province,2011
Sonthanou Thammavong,Dr,13,Savannakhet Province,2011
Bountem Xouangsayavong,Mr,13,Savannakhet Province,2011
Khamphan Khounsacksy,Mr,13,Savannakhet Province,2011
Bounpone Sisoulath,Mr,13,Savannakhet Province,2011
Bounnhong Xaypanya,Mr,13,Savannakhet Province,2011
Khammany Inthirath,Mr,13,Savannakhet Province,2011
Thatsadaphone Saengsouliya,Ms,13,Savannakhet Province,2011
Somphone Soutthisombath,Lt. Col.,13,Savannakhet Province,2011
Bounpong Keorodom,Assoc. Prof. Dr,13,Savannakhet Province,2011
Somchit Kittiyalath,Lt. Col.,13,Savannakhet Province,2011
Davone Vangvichit,Prof.,14,Saravan Province,2011
Bounthiem Phommasathith,Mr,14,Saravan Province,2011
Suanesavanh Vignaket,Ms,14,Saravan Province,2011
Manixong Leusisamouth,Ms,14,Saravan Province,2011
Vaenphet Latdavong,Mr,14,Saravan Province,2011
Somchay Ounchit,Mr,14,Saravan Province,2011
Khanxay Latthahao,Mr,14,Saravan Province,2011
Phanduangchit Vongsa,Dr,15,Champasak Province,2011
Meksavanh Phomphithak,Mr,15,Champasak Province,2011
Phonethep Pholsena,Prof. Dr,15,Champasak Province,2011
Bualin Vongphachanh,Mr,15,Champasak Province,2011
Kisinh Sinphanngam,Mr,15,Champasak Province,2011
Bounthien Thongkeo,Mr,15,Champasak Province,2011
Singphet Bounsavatthiphanh,Mr,15,Champasak Province,2011
Pingkham Lasasimma,Ms,15,Champasak Province,2011
Vannala Soutthichak,Mr,15,Champasak Province,2011
Sivanh Outthachak,Lt. Col.,15,Champasak Province,2011
Vatsana Silima,Ms,15,Champasak Province,2011
Oudone Singsouvong,Mr,15,Champasak Province,2011
Khamdaeng Kommadam,Mr,16,Xekong Province,2011
Bounkham Ngaophasiri,Ms,16,Xekong Province,2011
Somsanouk Keonimith,Mr,16,Xekong Province,2011
Phetsamone Khonpasith,Mr,16,Xekong Province,2011
Haymany Vongnorkeo,Ms,16,Xekong Province,2011
Onkeo Phommakone,Dr,17,Attapue Province,2011
Bounxay Khammanivong,Mr,17,Attapue Province,2011
Phetkeo Heuangpannha,Mr,17,Attapue Province,2011
Xokxay Phimmala,Lt. Col,17,Attapue Province,2011
Phonmany Khienxayavong,Ms,17,Attapue Province,2011
Khamchan Sotapaseth,Mr,18,Xaysomboun Province,2016
Bounsouk Chomvisan,Mr,18,Xaysomboun Province,2016
Poumi Vandixay,Police Brigadier General,18,Xaysomboun Province,2016
Khamdeng Silavong,Mr,18,Xaysomboun Province,2016
Vixay Thorphialuang,Lt Col,18,Xaysomboun Province,2016
Xaysomphone Phomvihane,Dr,1,Vientiane Capital,2016
Thongsalid Mangnormek,Vice-Prof Dr,1,Vientiane Capital,2016
Linkham Duangsavanh,Vice-Prof Dr,1,Vientiane Capital,2016
Phonephet Boubpha,Dr,1,Vientiane Capital,2016
Buakham Thipphavong,Dr,1,Vientiane Capital,2016
Anuphab Tunalom,Dr,1,Vientiane Capital,2016
Phout Simmalavong,Vice-Prof Dr,1,Vientiane Capital,2016
Saithong Keoduangdy,Mr,1,Vientiane Capital,2016
Khamfong Phoumvongxay,Ms,1,Vientiane Capital,2016
Bounthong Phommachan,Mr,1,Vientiane Capital,2016
Bua-ngen Kongkhaikham,Lieutenant,1,Vientiane Capital,2016
Prachit Xayyavong,Mr,1,Vientiane Capital,2016
Kedmani Bandasack,Ms,1,Vientiane Capital,2016
Khampheuy Vongsakhamphoui,Mr,1,Vientiane Capital,2016
Somchan Singthabouth,Ms,1,Vientiane Capital,2016
Buaket Phommachan,Mr,1,Vientiane Capital,2016
Valy Vetsaphong,Ms,1,Vientiane Capital,2016
Buathong Ousengkham,Mr,2,Phongsaly Province,2016
Khamsouk Bounyavong,Mr,2,Phongsaly Province,2016
Chansy Saengsomphou,Dr,2,Phongsaly Province,2016
Chanpao Sulavong,Mr,2,Phongsaly Province,2016
Kongchi Yangchue,Mr,2,Phongsaly Province,2016
Somphanh Phaengkhammy,Mr,3,Luangnamtha Province,2016
Kongphet Keobuapha,Mr,3,Luangnamtha Province,2016
Xayphon Khounsiiliheuang,Mr,3,Luangnamtha Province,2016
Keson Sengyavong,Ms,3,Luangnamtha Province,2016
Khamlar Philatom,Mr,3,Luangnamtha Province,2016
Pan Noymany,Mr,4,Oudomxay Province,2016
Somchan Chitvongdeuan,Ms,4,Oudomxay Province,2016
Khamphone Phimmachan,Ms,4,Oudomxay Province,2016
Vongsavanh Xayyavong,Dr,4,Oudomxay Province,2016
Bounlort Onphachan,Mr,4,Oudomxay Province,2016
Khamsaphone Xayyavong,Mr,4,Oudomxay Province,2016
Khamphong Vichit,Colonel,4,Oudomxay Province,2016
Somlith Siphavanh,Mr,5,Bokeo Province,2016
Khamchomphou Silitham,Dr,5,Bokeo Province,2016
Houmpheng Inthachak,Lt Col,5,Bokeo Province,2016
Khenthong Nuanthasing,Mr,5,Bokeo Province,2016
Bounphone Heuangmany,Ms,5,Bokeo Province,2016
Pany Yathotou,Ms,6,Luangprabang Province,2016
Sinnava Souphanuvong,Dr,6,Luangprabang Province,2016
Saisamone Khomthavong,Mr,6,Luangprabang Province,2016
Khamlar Lienpadith,Mr,6,Luangprabang Province,2016
Bounsom Koummany,Mr,6,Luangprabang Province,2016
Paenkham Bouchanpheng,Lt Col,6,Luangprabang Province,2016
Siriphone Souphanthong,Ms,6,Luangprabang Province,2016
Vienvilay Deelaphan,Ms,6,Luangprabang Province,2016
Khampheng Vilaphan,Mr,6,Luangprabang Province,2016
Thongchan Manixay,Mr,6,Luangprabang Province,2016
Somlith Pueakkeo,Dr,7,Xayabouly province,2016
Khamsouk Vi-inthavong,Colonel,7,Xayabouly province,2016
Buaphan Leekaiya,Ms,7,Xayabouly province,2016
Idmany Chanthakhoun,Ms,7,Xayabouly province,2016
Ouan Phommachak,Mr,7,Xayabouly province,2016
Bounthai Sithep,Mr,7,Xayabouly province,2016
Chattava Keokhamphet,Mr,7,Xayabouly province,2016
Phek Ondavong,Mr,7,Xayabouly province,2016
Alounxay Sounnalath,Mr,8,Houaphanh Province,2016
Khamvone Bounthavong,Mr,8,Houaphanh Province,2016
Amphaivone Lombounphaeng,Ms,8,Houaphanh Province,2016
Aen Oun-anongnud,Lt Col,8,Houaphanh Province,2016
Thanta Kongpaly,Mr,8,Houaphanh Province,2016
Suayphet Thongsombat,Ms,8,Houaphanh Province,2016
Manivanh Yearpaoher,Ms,8,Houaphanh Province,2016
Bounton Chanthaphone,Mr,9,Xiengkhouang Province,2016
Vanpheng Keonakhone,Ms,9,Xiengkhouang Province,2016
Vanhthone Sonthavong,Lt Col,9,Xiengkhouang Province,2016
Vilaysouk Phimmasone,Mr,9,Xiengkhouang Province,2016
Maisi Viengvilay,Dr,9,Xiengkhouang Province,2016
Sengkham Songsana,Ms,9,Xiengkhouang Province,2016
Somphou Douangsavanh,Dr,10,Vientiane Province,2016
Bouavanh Thammavong,Ms,10,Vientiane Province,2016
Hongkham Souvannavong,Dr,10,Vientiane Province,2016
Bounpheng Sainorlady,Mr,10,Vientiane Province,2016
Khamphang Kongchanseng,Police Brigadier General,10,Vientiane Province,2016
Khamkhen Oudtama,Col,10,Vientiane Province,2016
Somdy Keodalavin,Mr,10,Vientiane Province,2016
Theo-ngen Samonty,Ms,10,Vientiane Province,2016
Khambong Khonesavanh,Mr,10,Vientiane Province,2016
Souvanhni Xaysana,Dr,11,Bolikhamxay Province,2016
Sysai Leudethmounsone,Ms,11,Bolikhamxay Province,2016
Sikhay Sipaseuth,Ms,11,Bolikhamxay Province,2016
Khamsai Phandanouvong,General,11,Bolikhamxay Province,2016
Leeber Leebuapao,Dr,11,Bolikhamxay Province,2016
Lom Phengsouk,Mr,11,Bolikhamxay Province,2016
Bounpone Bouthtanavong,Dr,12,Khammouane Province,2016
Somchai Phetsinoun,Mr,12,Khammouane Province,2016
Bundith Phathoumvanh,Ms,12,Khammouane Province,2016
Khamphet Manivong,Dr,12,Khammouane Province,2016
Viengmany Chanthanasin,Ms,12,Khammouane Province,2016
Thipphachan Phoxay,Mr,12,Khammouane Province,2016
Bounpan Douanglaty,Mr,12,Khammouane Province,2016
Ali Buachoum,Ms,12,Khammouane Province,2016
Sengnoun Xayyalath,Lt Col,13,Savannakhet Province,2016
Aeksavang Vongvichit,Vice-Prof Dr,13,Savannakhet Province,2016
Khampheuy Phanthachone,Dr,13,Savannakhet Province,2016
Bounkhouang Khambounheuang,Dr,13,Savannakhet Province,2016
Souvanpheng Bouphanouvong,Dr,13,Savannakhet Province,2016
Ketkeo Sihalath,Dr,13,Savannakhet Province,2016
Souksavanh Saysombath,Dr,13,Savannakhet Province,2016
Chansone Saenboudtalath,Mr,13,Savannakhet Province,2016
Khamphan Khounsavath,Mr,13,Savannakhet Province,2016
Bounluan Vongchanthi,Dr,13,Savannakhet Province,2016
Somphone Sitthisombath,Lt Col,13,Savannakhet Province,2016
Phavanh Bualuanglath,Ms,13,Savannakhet Province,2016
Somphet Inthathilath,Mr,13,Savannakhet Province,2016
Bountem Xouangsayavong,Mr,13,Savannakhet Province,2016
Xaysomseun Phothisan,Ms,13,Savannakhet Province,2016
Vanhkham Inthichak,Mr,13,Savannakhet Province,2016
Sunya Praseth,Mr,13,Savannakhet Province,2016
Khampheng Vilaythong,Ms,13,Savannakhet Province,2016
Viengthavisone Thepphachan,Mr,13,Savannakhet Province,2016
Bounthiem Phommasathith,Mr,14,Saravan Province,2016
Suansavanh Viyaket,Ms,14,Saravan Province,2016
Somlet Chounlamany,Mr,14,Saravan Province,2016
Sounthai Xayyaseng,Ms,14,Saravan Province,2016
Thongdi Chanthavong,Mr,14,Saravan Province,2016
Savanhkhone Lasamonti,Mr,14,Saravan Province,2016
Saisamone Inthisaen,Mr,14,Saravan Province,2016
Bounpone Sisoulath,Mr,14,Saravan Province,2016
Meksavanh Phomphithak,Mr,15,Champasak Province,2016
Khambai Khadtiya,Ms,15,Champasak Province,2016
Phongsane Nyutitham,Mr,15,Champasak Province,2016
Pingkham Lasasimma,Ms,15,Champasak Province,2016
Thatsadaphone Saengsouliya,Ms,15,Champasak Province,2016
Khamsi Piengvorlavong,Mr,15,Champasak Province,2016
Saithong Xayyavong,Mr,15,Champasak Province,2016
Somxay Sihachak,Dr,15,Champasak Province,2016
Sengsuvan Suyphasith,Ms,15,Champasak Province,2016
Thavisai Phasathan,Ms,15,Champasak Province,2016
Suban Savabud,Mr,15,Champasak Province,2016
Souksavanh Vilayvong,Dr,15,Champasak Province,2016
Khamtai Keoduangdi,Mr,15,Champasak Province,2016
Manivong Saenlath,Mr,15,Champasak Province,2016
Vilaivong Boutdakham,Dr,16,Xekong Province,2016
Haimany Vongnorkeo,Ms,16,Xekong Province,2016
Phonephet Khiewlavong,Mr,16,Xekong Province,2016
Dongphet Payon,Mr,16,Xekong Province,2016
Amphai Chitmanon,Mr,16,Xekong Province,2016
Let Xayyaphone,Mr,17,Attapue Province,2016
Phonemany Kienxayyavong,Ms,17,Attapue Province,2016
Phetkeo Heuangpanya,Mr,17,Attapue Province,2016
Maniso Samonty,Mr,17,Attapue Province,2016
Bualaphan Vongsalasith,Mr,17,Attapue Province,2016
