id,name,image,email,party,party_id,birth_date,region,end_date,source,identifier__landtag,term
104,Beck Alois,https://www.landtag.li/files/attachments/alois_beck.jpg,"",FBP,FBP,1962-09-27,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,104,2013
104,Beck Alois,https://www.landtag.li/files/attachments/alois_beck.jpg,"",FBP,FBP,1962-09-27,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,104,2005
105,Beck Christoph,https://www.landtag.li/files/attachments/christoph_beck.jpg,"",VU,VU,1978-10-17,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,105,2013
107,Büchel Peter,https://www.landtag.li/files/attachments/peter_buechel.jpg,"",VU,VU,1958-08-02,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2013,107,2013
107,Büchel Peter,https://www.landtag.li/files/attachments/peter_buechel.jpg,"",VU,VU,1958-08-02,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2009,107,2009
108,Elkuch Herbert,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/DU_Herbert_Elkuch.png,herbert.elkuch@landtag.li,NF,NF,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2017,108,2017
108,Elkuch Herbert,https://www.landtag.li/files/attachments/herbert_elkuch.jpg,herbert.elkuch@landtag.li,NF,NF,1952-12-30,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2013,108,2013
110,Hasler Elfried,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/FBP_Hasler_Elfried.png,elfried.hasler@landtag.li,FBP,FBP,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2017,110,2017
110,Hasler Elfried,https://www.landtag.li/files/attachments/elfried_hasler.jpg,elfried.hasler@landtag.li,FBP,FBP,1965-06-11,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2013,110,2013
111,Hasler Erich,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/DU_Hasler_Erich_2.png,erich.hasler@landtag.li,NF,NF,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2017,111,2017
111,Hasler Erich,https://www.landtag.li/files/attachments/erich_hasler.jpg,erich.hasler@landtag.li,NF,NF,1956-12-28,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2013,111,2013
113,Konrad Frank,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/vu_vaduz_frank_konrad.png,frank.konrad@landtag.li,VU,VU,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,113,2017
113,Konrad Frank,https://www.landtag.li/files/attachments/frank_konrad_634995612576476250.jpg,frank.konrad@landtag.li,VU,VU,1967-05-09,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,113,2013
114,Konzett Helen,https://www.landtag.li/files/attachments/helen_konzett_bargetze.jpg,helen.konzett@landtag.li,FL,FL,1972-09-20,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,114,2013
115,Lageder Thomas,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/FL_Lageder_Thomas_Neu-1.png,thomas.lageder@landtag.li,FL,FL,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,115,2017
115,Lageder Thomas,https://www.landtag.li/files/attachments/thomas_lageder.jpg,thomas.lageder@landtag.li,FL,FL,1980-02-05,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,115,2013
117,Lanter Violanda,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/vu_ruggell_violanda_lanter.png,violanda.lanter@landtag.li,VU,VU,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2017,117,2017
117,Lanter Violanda,https://www.landtag.li/files/attachments/violanda_lanter_keller.jpg,violanda.lanter@landtag.li,VU,VU,1964-01-01,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2013,117,2013
118,Marxer Wolfgang,https://www.landtag.li/files/attachments/wolfgang_marxer_634995651773507500.jpg,wolfgang.marxer@landtag.li,FL,FL,1960-11-04,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2013,118,2013
119,Nägele Eugen,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/FBP_Naegele_Eugen.png,eugen.naegele@landtag.li,FBP,FBP,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,119,2017
119,Nägele Eugen,https://www.landtag.li/files/attachments/eugen_naegele.jpg,eugen.naegele@landtag.li,FBP,FBP,1964-08-10,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,119,2013
120,Oehri Judith,https://www.landtag.li/files/attachments/judith_oehri.jpg,"",VU,VU,1968-05-21,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2013,120,2013
122,Rüdisser-Quaderer Karin,https://www.landtag.li/files/attachments/karin_ruedisser_quaderer.jpg,"",VU,VU,1958-05-15,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,122,2013
123,Schurti Pio,https://www.landtag.li/files/attachments/pius_schurti.jpg,"",DU,DU,1964-06-08,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,123,2013
124,Vogt Thomas,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/vu_triesen_thomas_vogt.png,thomas.vogt@landtag.li,VU,VU,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,124,2017
124,Vogt Thomas,https://www.landtag.li/files/attachments/thomas_vogt.jpg,thomas.vogt@landtag.li,VU,VU,1976-02-24,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,124,2013
124,Vogt Thomas,https://www.landtag.li/files/attachments/thomas_vogt.jpg,thomas.vogt@landtag.li,VU,VU,1976-02-24,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,124,2009
125,Wenaweser Christoph,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/vu_schaan_christoph_wenaweser.png,christoph.wenaweser@landtag.li,VU,VU,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,125,2017
125,Wenaweser Christoph,https://www.landtag.li/files/attachments/christoph_wenaweser.jpg,christoph.wenaweser@landtag.li,VU,VU,1963-06-13,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,125,2013
126,Wohlwend Christine,https://www.landtag.li/files/attachments/christine_wohlwend.jpg,"",FBP,FBP,1978-07-31,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,126,2013
130,Kaufmann Manfred,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/vu_balzers_manfred_kaufmann.png,manfred.kaufmann@landtag.li,VU,VU,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,130,2017
133,Rehak Thomas,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/DU_Rehak_Thomas.png,thomas.rehak@landtag.li,NF,NF,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,133,2017
134,Risch Patrick,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/FL_Risch_Patrick.png,patrick.risch@landtag.li,FL,FL,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2017,134,2017
1442,Seger Daniel,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/FBP_Seger_Daniel.png,daniel.seger@landtag.li,FBP,FBP,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,1442,2017
1443,Vogt Günter,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/vu_balzers_guenter_vogt.png,guenter.vogt@landtag.li,VU,VU,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,1443,2017
1444,Eberle-Strub Susanne,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/FBP_Eberle-Strub_Susanne.png,susanne.eberle-strub@landtag.li,FBP,FBP,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,1444,2017
1445,Kaufmann Georg,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/FL_Kaufmann_Georg.png,georg.kaufmann@landtag.li,FL,FL,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,1445,2017
1446,Hasler Johannes,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/FBP_Hasler_Johannes.png,johannes.hasler@landtag.li,FBP,FBP,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2017,1446,2017
1447,Oehry Daniel,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/FBP_Oehry_Daniel.png,daniel.oehry@landtag.li,FBP,FBP,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2017,1447,2017
1448,Wohlwend Mario,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/vu_ruggell_mario_wohlwend_2.png,mario.wohlwend@landtag.li,VU,VU,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2017,1448,2017
1449,Marxer-Kranz Gunilla,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/vu_eschen_gunilla_maxer.png,gunilla.marxer-kranz@landtag.li,VU,VU,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2017,1449,2017
152,Amann-Marxer Marlies,https://www.landtag.li/files/attachments/marlies_amann_marxer.jpg,"",VU,VU,1952-07-31,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2009,152,2009
152,Amann-Marxer Marlies,https://www.landtag.li/files/attachments/marlies_amann_marxer.jpg,"",VU,VU,1952-07-31,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2005,152,2005
153,Batliner Christian,https://www.landtag.li/files/attachments/christian_batliner.jpg,"",FBP,FBP,1968-09-07,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,153,2013
153,Batliner Christian,https://www.landtag.li/files/attachments/christian_batliner.jpg,"",FBP,FBP,1968-09-07,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,153,2009
154,Batliner Manfred,https://www.landtag.li/files/attachments/manfred_batliner.jpg,"",FBP,FBP,1963-10-01,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2013,154,2013
154,Batliner Manfred,https://www.landtag.li/files/attachments/manfred_batliner.jpg,"",FBP,FBP,1963-10-01,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2009,154,2009
155,Beck Doris,https://www.landtag.li/files/attachments/doris_beck.jpg,"",VU,VU,1961-04-05,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2009,155,2009
155,Beck Doris,https://www.landtag.li/files/attachments/doris_beck.jpg,"",VU,VU,1961-04-05,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2005,155,2005
156,Beck Jürgen,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/DU_Beck_Juergen_neu.png,juergen.beck@landtag.li,DU,DU,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,156,2017
156,Beck Jürgen,https://www.landtag.li/files/attachments/juergen_beck.jpg,juergen.beck@landtag.li,VU,VU,1961-07-22,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,156,2009
156,Beck Jürgen,https://www.landtag.li/files/attachments/juergen_beck.jpg,juergen.beck@landtag.li,DU,DU,1961-07-22,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,156,2005
157,Biedermann Gisela,https://www.landtag.li/files/attachments/gisela_biedermann.jpg,"",VU,VU,1948-04-05,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,157,2009
158,Brunhart Arthur,https://www.landtag.li/files/attachments/arthur_brunhart_634995624561945000.jpg,"",VU,VU,1952-01-23,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,158,2009
158,Brunhart Arthur,https://www.landtag.li/files/attachments/arthur_brunhart_634995624561945000.jpg,"",VU,VU,1952-01-23,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,158,2005
159,Büchel Gerold,https://www.landtag.li/files/attachments/gerold_buechel.jpg,gerold.buechel@landtag.li,FBP,FBP,1974-06-14,Unterland,2015-12-31,https://www.landtag.li/abgeordnete/?jahr=2013,159,2013
159,Büchel Gerold,https://www.landtag.li/files/attachments/gerold_buechel.jpg,gerold.buechel@landtag.li,FBP,FBP,1974-06-14,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2009,159,2009
161,Frick Albert,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/FBP_Frick_Albert.png,albert.frick@landtag.li,FBP,FBP,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,161,2017
161,Frick Albert,https://www.landtag.li/files/attachments/albert_frick.jpg,albert.frick@landtag.li,FBP,FBP,1948-10-21,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,161,2013
161,Frick Albert,https://www.landtag.li/files/attachments/albert_frick.jpg,albert.frick@landtag.li,FBP,FBP,1948-10-21,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,161,2009
162,Frick Pepo,https://www.landtag.li/files/attachments/pepo_frick.jpg,"",FL,FL,1952-05-13,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,162,2009
162,Frick Pepo,https://www.landtag.li/files/attachments/pepo_frick.jpg,"",FL,FL,1952-05-13,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,162,2005
163,Frommelt Doris,https://www.landtag.li/files/attachments/doris_frommelt.jpg,"",FBP,FBP,1946-07-11,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,163,2009
163,Frommelt Doris,https://www.landtag.li/files/attachments/doris_frommelt.jpg,"",FBP,FBP,1946-07-11,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,163,2005
164,Gopp Rainer,https://www.landtag.li/files/attachments/rainer_gopp.jpg,"",FBP,FBP,1971-08-01,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2013,164,2013
164,Gopp Rainer,https://www.landtag.li/files/attachments/rainer_gopp.jpg,"",FBP,FBP,1971-08-01,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2009,164,2009
165,Hilti Diana,https://www.landtag.li/files/attachments/diana_hilti.jpg,"",VU,VU,1973-08-30,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,165,2009
166,Hilti Peter,https://www.landtag.li/files/attachments/peter_hilti.jpg,"",VU,VU,1972-06-26,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,166,2009
167,Kaiser Johannes,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/FBP_Kaiser_Johannes.png,johannes.kaiser@landtag.li,PF,PF,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2017,167,2017
167,Kaiser Johannes,https://www.landtag.li/files/attachments/kaiser_johannes_neu_aus_2009.jpg,johannes.kaiser@landtag.li,PF,PF,1958-06-29,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2013,167,2013
167,Kaiser Johannes,https://www.landtag.li/files/attachments/kaiser_johannes_neu_aus_2009.jpg,johannes.kaiser@landtag.li,PF,PF,1958-06-29,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2009,167,2009
167,Kaiser Johannes,https://www.landtag.li/files/attachments/kaiser_johannes_neu_aus_2009.jpg,johannes.kaiser@landtag.li,PF,PF,1958-06-29,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2005,167,2005
168,Kindle Elmar,https://www.landtag.li/files/attachments/elmar_kindle.jpg,"",FBP,FBP,1968-02-21,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,168,2009
168,Kindle Elmar,https://www.landtag.li/files/attachments/elmar_kindle.jpg,"",FBP,FBP,1968-02-21,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,168,2005
169,Kranz Günther,https://www.landtag.li/files/attachments/guenther_kranz.jpg,"",VU,VU,1958-02-10,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2009,169,2009
169,Kranz Günther,https://www.landtag.li/files/attachments/guenther_kranz.jpg,"",VU,VU,1958-02-10,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2005,169,2005
170,Kranz Werner,https://www.landtag.li/files/attachments/werner_kranz.jpg,"",VU,VU,1965-02-08,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2009,170,2009
171,Lampert Peter,https://www.landtag.li/files/attachments/peter_lampert.jpg,"",FBP,FBP,1951-09-23,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,171,2009
171,Lampert Peter,https://www.landtag.li/files/attachments/peter_lampert.jpg,"",FBP,FBP,1951-09-23,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,171,2005
172,Lampert Wendelin,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/FBP_Lampert_Wendelin.png,wendelin.lampert@landtag.li,FBP,FBP,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,172,2017
172,Lampert Wendelin,https://www.landtag.li/files/attachments/wendelin_lampert.jpg,wendelin.lampert@landtag.li,FBP,FBP,1970-04-21,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,172,2013
172,Lampert Wendelin,https://www.landtag.li/files/attachments/wendelin_lampert.jpg,wendelin.lampert@landtag.li,FBP,FBP,1970-04-21,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,172,2009
172,Lampert Wendelin,https://www.landtag.li/files/attachments/wendelin_lampert.jpg,wendelin.lampert@landtag.li,FBP,FBP,1970-04-21,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,172,2005
173,Negele Gebhard,https://www.landtag.li/files/attachments/gebhard_negele.jpg,"",VU,VU,1953-12-08,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,173,2009
173,Negele Gebhard,https://www.landtag.li/files/attachments/gebhard_negele.jpg,"",VU,VU,1953-12-08,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,173,2005
174,Quaderer Harry,https://www.landtag.li/files/attachments/thumbnails/resize/567x0/DU_Hugo-Quaderer.png,harry.quaderer@landtag.li,DU,DU,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2017,174,2017
174,Quaderer Harry,https://www.landtag.li/files/attachments/harry_quaderer.jpg,harry.quaderer@landtag.li,DU,DU,1959-09-07,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2013,174,2013
174,Quaderer Harry,https://www.landtag.li/files/attachments/harry_quaderer.jpg,harry.quaderer@landtag.li,DU,DU,1959-09-07,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2009,174,2009
174,Quaderer Harry,https://www.landtag.li/files/attachments/harry_quaderer.jpg,harry.quaderer@landtag.li,DU,DU,1959-09-07,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,174,2005
176,Wohlwend Renate,https://www.landtag.li/files/attachments/renate_wohlwend.jpg,"",FBP,FBP,1952-02-20,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2009,176,2009
176,Wohlwend Renate,https://www.landtag.li/files/attachments/renate_wohlwend.jpg,"",FBP,FBP,1952-02-20,Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2005,176,2005
177,Wanger Klaus,https://www.landtag.li/files/attachments/klaus_wanger.jpg,"",FBP,FBP,1941-02-24,Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,177,2005
178,Biedermann Josy,https://www.landtag.li/files/attachments/josy_biedermann.jpg,"",FBP,FBP,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,178,2005
180,Vogt Heinz,https://www.landtag.li/files/attachments/heinz_vogt.jpg,"",VU,VU,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,180,2005
181,Vogt Paul,https://www.landtag.li/files/attachments/paul_vogt.jpg,"",FL,FL,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,181,2005
182,Büchel Markus,https://www.landtag.li/files/attachments/markus_buechel.jpg,"",FBP,FBP,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2005,182,2005
183,Heeb Franz J.,https://www.landtag.li/files/attachments/franz_heeb.jpg,"",FBP,FBP,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2005,183,2005
184,Lampert Rudolf,https://www.landtag.li/files/attachments/rudolf_lampert.jpg,"",FBP,FBP,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2005,184,2005
185,Klein Ivo,https://www.landtag.li/files/attachments/ivo_klein.jpg,"",VU,VU,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2005,185,2005
188,Caduff Henrik,https://www.landtag.li/files/attachments/henrik_caduff.jpg,"",VU,VU,"",Oberland,"",https://www.landtag.li/abgeordnete/?jahr=2005,188,2005
200,Matt Andrea,https://www.landtag.li/files/attachments/andrea_matt.jpg,"",FL,FL,"",Unterland,"",https://www.landtag.li/abgeordnete/?jahr=2005,200,2005
