id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
Garoeb-Justus,//Garoeb Justus,,,UDF,UDF,,National Assembly,1,,,http://www.parliament.gov.na/images/nationalassemblymembers/566_183_hon__justus_garoeb.jpg,
Garoeb-Moses,//Garoeb Moses,,,SWAPO,SWAPO,,National Assembly,1,,,http://www.parliament.gov.na/images/nationalassemblymembers/m_garoeb.jpg,
Gaseb-Johannes,/Gaseb Johannes,,,DTA,DTA,,National Assembly,1,,,http://www.parliament.gov.na/images/nationalassemblymembers/j_gaseb.jpg,
Africa-Ben,Africa Ben,,,DTA,DTA,,National Assembly,1,,,,
Amadhila-Matti,Amadhila Matti,,,SWAPO,SWAPO,,National Assembly,1,,,http://www.parliament.gov.na/images/no_image.jpg,
Amathila-Appolus-Libertine,Amathila  Appolus Libertine,,,SWAPO,SWAPO,,National Assembly,1,,,http://www.parliament.gov.na/images/nationalassemblymembers/l_amathila.jpg,
Amathila-Ben,Amathila Ben,,,SWAPO,SWAPO,,National Assembly,1,,,http://www.parliament.gov.na/images/nationalassemblymembers/201_a_ben.jpg,
Angula-Helmut-Kangulohi,Angula Helmut Kangulohi,,,SWAPO,SWAPO,,National Assembly,1,,,http://www.parliament.gov.na/images/nationalassemblymembers/h_angula.jpg,
Angula-Nahas,Angula Nahas,,,SWAPO,SWAPO,,National Assembly,1,,,http://www.parliament.gov.na/images/nationalassemblymembers/8_hon__nahas_g_angula.jpg,
Ausiku-Helmut,Ausiku Helmut,,,SWAPO,SWAPO,,National Assembly,1,,,http://www.parliament.gov.na/images/no_image.jpg,
Barnes-Barney-Leonard,"Barnes ""Barney"" Leonard",,,DTA,DTA,,National Assembly,1,,,,
Barnes-Margreth,Barnes Margreth,,,DTA,DTA,,National Assembly,1,,,http://www.parliament.gov.na/images/no_image.jpg,
Bessinger-Niko,Bessinger Niko,,,SWAPO,SWAPO,,National Assembly,1,,,,
Biwa-Eric,Biwa Eric,,,UDF,UDF,,National Assembly,1,,,http://www.parliament.gov.na/images/nationalassemblymembers/e_biwa.jpg,
Biwa-Willem,Biwa Willem,,,SWAPO,SWAPO,,National Assembly,1,,,,
Botha-P-Daniel,Botha P. Daniel,,,SWAPO,SWAPO,,National Assembly,1,,,,
