id,wikidata
union_pour_un_mouvement_populaire,Q173152
"socialiste,_radical_et_citoyen_et_divers_gauche",Q2236823
"socialiste,_radical_et_citoyen",Q2236823
non-inscrit,Q327591
nouveau_centre,Q853418
gauche_démocrate_et_républicaine,Q2450519
"apparenté_socialiste,_radical_et_citoyen_et_divers_gauche",Q2236823
apparenté_à_l'union_pour_un_mouvement_populaire,Q173152
députés_n'appartenant_à_aucun_groupe,Q327591
apparenté_nouveau_centre,Q853418
apparenté_union_pour_un_mouvement_populaire,Q173152
tahoeraa_huiraatira,Q3513932
union_pour_la_majorité_présidentielle,Q173152
parti_socialiste,Q170972
les_républicains,Q20012759
socialiste,Q170972
union_pour_la_démocratie_française,Q827415
parti_radical_de_gauche,Q427965
europe_Écologie_les_verts,Q613786
parti_communiste_français,Q192821
debout_la_france,Q12962
parti_socialiste_guyanais,Q3366765
no_oe_e_te_nuna'a,Q3342491
mouvement_indépendantiste_martiniquais,Q3142671
front_national,Q205150
cap_sur_l'avenir,Q2937151
la_france_insoumise,Q27978402
parti_communiste_francais,Q192821
parti_progressiste_martiniquais_(ppm),Q944000
parti_communiste_guadeloupéen,Q2575147
parti_progressiste_martiniquais,Q944000
régions_et_peuples_solidaires,Q3058074
rézistans_Égalité_974,Q30741057
tapura_huiraatira,Q23691290
pour_la_réunion,Q3326782
guadeloupe_unie_socialisme_et_réalité,Q2182920
caledonie_ensemble,Q2934607
calédonie_ensemble,Q2934607
en_marche_!,Q30584989
mouvement_démocrate,Q587370
tavini_huiraatira_no_te_ao_maohi_-_front_de_libération_de_polynésie,Q2746044
"union_des_radicaux,_centristes,_indépendants_et_démocrates",Q3550185
