id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata
16f99345-b632-4426-9ab8-14b2033e487f,Agathe Fontain,Agathe Fontain,agathe@inatsisartut.gl,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,11,,,http://www.ina.gl/media/2527783/agathe.jpg,female,Q4691516
89f46543-45e7-4629-aa76-8c4e1dca3ebc,Aleqa Hammond,Aleqa Hammond,,,399232653501212,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/760992/Aleqa_Hammond.jpg,female,Q1796195
76cadaca-624b-40a2-8f4a-84ab62a1d3dc,Anders Olsen,Anders Olsen,anols@inatsisartut.gl,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/293529/untitled-4.jpg,male,
7a067b12-82ca-4e4d-8809-dfb9c59c136d,Andreas Uldum,Andreas Uldum,,,,Demokraatiit,demokraatiit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234534/2010.09.17%20Start%20EM%202010%2000892.jpg,male,Q12301609
a449d91b-18c2-4ab1-b444-e0b2e6ad7237,Ane Hansen,Ane Hansen,aneh@inatsisartut.gl,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234538/2010.09.17%20Start%20EM%202010%2000903.jpg,female,Q3371248
db96d11d-544f-4cb7-9013-b3811206f452,Aqqaluaq B. Egede,Aqqaluaq B. Egede,aqeg@nanoq.gl,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234438/2010.09.17%20Start%20EM%202010%2000886.jpg,male,
e29d1fc6-387c-4cc7-9409-a39d37bd5bed,Astrid Fleischer Rex,Astrid Fleischer Rex,,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234413/2010.09.17%20Start%20EM%202010%2000912.jpg,female,
76fd9e4b-ed52-4bac-bc16-b2c728a7d4f9,Doris J. Jensen,Doris J. Jensen,doja@nanoq.gl,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/293877/untitled-5.jpg,,
53bca776-0ed4-494f-ae2a-cf40ca76025b,Doris Jakobsen,Doris Jakobsen,doja@nanoq.gl,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/293877/untitled-5.jpg,female,Q12308847
a65e8eb7-a144-4abe-bbd0-6078d71f5eae,Evelyn Frederiksen,Evelyn Frederiksen,,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/753489/Evelyn%20Frederiksen%20-%2007654.jpg,female,
36536ca5-f1f1-47a2-a56f-5720e64f5114,Finn Karlsen,Finn Karlsen,,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234423/2010.09.17%20Start%20EM%202010%2000928.jpg,male,Q4993403
175df0d9-3477-48ee-9241-9ad5584b13e3,Hans Aronsen,Hans Aronsen,haro@inatsisartut.gl,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234453/2010.09.17%20Start%20EM%202010%2000900.jpg,male,
97ae2c24-52ea-4fe0-a406-161e544f84b5,Hans Enoksen,Hans Enoksen,hans@inatsisartut.gl,,,Partii Naleraq,partii_naleraq,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/298458/untitled-6.jpg,male,Q310653
d3dbb9bf-cfdd-4a42-9ab3-a7315701bfa1,Harald Bianco,Harald Bianco,,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234500/2010.09.17%20Start%20EM%202010%2000904.jpg,male,
df991d89-9d9a-49f2-b495-df7c23ca8ad6,Jens Immanuelsen,Jens Immanuelsen,jeim@inatsisartut.gl,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/402739/Jens%20Immanuelsen%20-%2003714.jpg,male,
928da1e2-2af3-4d83-8015-783c7a2b2c5f,Jens-Erik Kirkegaard,Jens-Erik Kirkegaard,jenserik@inatsisartut.gl,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/761460/Jens_Erik_Kirkegaard.jpg,male,Q12319207
800703eb-74ea-4a5a-805f-6e2de7158872,Juliane Henningsen,Juliane Henningsen,,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234488/2010.09.17%20Start%20EM%202010%2000898.jpg,female,Q533361
469d7f47-aa2d-4be2-be64-e05b3fad9387,Kalistat Lund,Kalistat Lund,kalistat@inatsisartut.gl,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/719177/Kalistat%20Lund%20-%2007662.jpg,male,
ca97c2d7-b0c7-45ad-b54b-3067edf34a5d,Karl Lyberth,Karl Lyberth,,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/762432/Karl_Lyberth.jpg,male,
3729aa6a-075e-4710-99a0-9ed7c4c680f6,Karl-Kristian Kruse,Karl-Kristian Kruse,kkkr@inatsisartut.gl,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/719211/Karl-Kristian%20Kruse%20-%2007672.jpg,male,
92dcc64d-c8a3-4254-8332-2e2b4a321e0f,Kim Kielsen,Kim Kielsen,kim@nanoq.gl,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234524/2010.09.17%20Start%20EM%202010%2000953.jpg,male,Q10566620
dd84c9cc-998e-4398-b516-de365a6b5211,Kristian Jeremiassen,Kristian Jeremiassen,,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234527/2010.09.17%20Start%20EM%202010%2000926.jpg,male,
231b19af-3c8b-4679-b068-08f90b46fd43,Lars Mathæussen,Lars Mathæussen,,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/752555/Lars%20Mathaeussen%20-%2007657.jpg,male,
085a1854-c415-42b0-8140-23c1321fbc84,Lars-Emil Johansen,Lars-Emil Johansen,larsemil@inatsisartut.gl,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/753863/Lars-Emil%20Johansen%20-%2007533.jpg,male,Q468034
4c1af03d-bdd6-45b4-af80-5889172a5888,Michael Rosing,Michael Rosing,michael@inatsisartut.gl,,,Demokraatiit,demokraatiit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/530703/Michael%20Rosing%20-%2001220.jpg,male,
270b129f-c7da-4f16-8642-c7e17d202144,Mimi Karlsen,Mimi Karlsen,mimi@inatsisartut.gl,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234447/2010.09.17%20Start%20EM%202010%2000909.jpg,female,Q6862146
e4d5b19c-b0e5-4f04-a1ba-6c5741bc75d6,Naaja H. Nathanielsen,Naaja H. Nathanielsen,,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234421/2010.09.17%20Start%20EM%202010%2000941.jpg,female,
4fab1a28-3566-4f43-b3f4-8227639cb3d6,Nikolaj Jeremiassen,Nikolaj Jeremiassen,nije@inatsisartut.gl,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/719823/Nikolaj%20Jeremiassen%20-%2007666.jpg,male,
eaa9501b-c68e-402a-9132-28ef0951a2e1,Per Berthelsen,Per Berthelsen,,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234529/2010.09.17%20Start%20EM%202010%2000930.jpg,male,Q942364
06b47fea-c45e-4af5-abc2-5f60c9a4a104,Randi Broberg,Randi Broberg,,,,Partii Inuit,partii_inuit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/720187/Randi%20Broberg%20-%2007671.jpg,female,
5ca4a74a-694e-49ec-a13b-ec7e96c6e426,Ruth Heilmann,Ruth Heilmann,,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/2528205/ruth.jpg,female,
dbfea322-4542-40a3-8fc3-dc80f48d8947,Sara Olsvig,Sara Olsvig,saro@nanoq.gl,saraolsvig,IAsaraolsvig,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/720255/Sara%20Olsvig%20-%2007669.jpg,female,Q8084240
3e6f01cd-df2e-49d7-9ea2-e203fe212c2d,Siverth Karl Heilmann,Siverth Karl Heilmann,,,,Atassut,atassut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/234533/2010.09.17%20Start%20EM%202010%2000891.jpg,male,Q10514601
9ec6e77c-6f92-4055-932d-09ccd3ccd5d9,Vittus Qujaukitsoq,Vittus Qujaukitsoq,viqu@nanoq.gl,,,Siumut,siumut,,,Inatsisartut,11,,,http://www.ina.gl/media/personfiler/762216/Vittus_Qujaukitsoq.jpg,male,Q15944263
