id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender
b02f7a71-47df-477b-ad88-adc882c91276,Anders Andreassen,Anders Andreassen,,,,Siumut,siumut,,,Inatsisartut,7,,,http://www.ina.gl/media/2528151/anders_andreassen1.jpg,male
bfdab74b-2c63-49ce-9027-0e44a7fda4e3,Anders Nilsson,Anders Nilsson,,,,Atassut,atassut,,,Inatsisartut,7,,,http://www.ina.gl/media/2528203/anders_nilsson.jpg,male
257fd745-afc0-483b-bd4b-311525aa5f1f,Anthon Frederiksen,Anthon Frederiksen,antuut@inatsisartut.gl,,,Kattusseqatigiit,kattusseqatigiit,,,Inatsisartut,7,,,http://www.ina.gl/media/personfiler/234539/2010.09.17%20Start%20EM%202010%2000946.jpg,male
719c3a68-7124-488d-a9b9-6ca484feca1d,Asii Chemnitz Narup,Asii Chemnitz Narup,,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,7,,,,female
de42b9d6-02e5-445d-b321-742191db6b11,Augusta Salling,Augusta Salling,,,,Atassut,atassut,,,Inatsisartut,7,,,,female
eea150da-21eb-416a-ba3e-9431c793795c,Daniel Skifte,Daniel Skifte,,,,Atassut,atassut,,,Inatsisartut,7,,,http://www.ina.gl/media/2528202/daniel-skifte.jpg,male
36536ca5-f1f1-47a2-a56f-5720e64f5114,Finn Karlsen,Finn Karlsen,,,,Atassut,atassut,,,Inatsisartut,7,,,http://www.ina.gl/media/personfiler/234423/2010.09.17%20Start%20EM%202010%2000928.jpg,male
d0b3d5fe-bc64-4772-acfe-3dbd73b2cf44,Godmand Rasmussen,Godmand Rasmussen,,,,Atassut,atassut,,,Inatsisartut,7,,,http://www.ina.gl/media/2528193/godmand-rasmussen.jpg,male
97ae2c24-52ea-4fe0-a406-161e544f84b5,Hans Enoksen,Hans Enoksen,hans@inatsisartut.gl,,,Siumut,siumut,,,Inatsisartut,7,,,http://www.ina.gl/media/personfiler/298458/untitled-6.jpg,male
02357a00-e313-4a69-a04b-c1d081b53aa5,Jakob Sivertsen,Jakob Sivertsen,,,,Atassut,atassut,,,Inatsisartut,7,,,http://www.ina.gl/media/2529944/jakob_sivertsen.jpg,male
0f6a0603-1fd3-4fe6-b899-b4f1532cad71,Johan Lund Olsen,Johan Lund Olsen,,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,7,,,http://www.ina.gl/media/2528199/johan-lund-olsen_maleri.jpg,male
3962d4c1-e4c3-41bd-b093-d9ccd2e16947,Jonathan Motzfeldt,Jonathan Motzfeldt,,,,Siumut,siumut,,,Inatsisartut,7,,,http://www.ina.gl/media/2528170/jonathan-motzfeldt-2.jpg,male
d1dbf2a7-659d-4119-9657-584e0ef2d177,Josef Motzfeldt,Josef Motzfeldt,,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,7,,,http://www.ina.gl/media/2528209/20161026-josef-motzfeldt-22853.jpg,male
0a228d34-6808-4522-8a0e-112ec527fec6,Jørgen W. Johansen,Jørgen W. Johansen,,,,Siumut,siumut,,,Inatsisartut,7,,,,male
ef89d1dc-e83c-4436-b0f2-25bd837481c5,Lars Karl Jensen,Lars Karl Jensen,,,,Siumut,siumut,,,Inatsisartut,7,,,http://www.ina.gl/media/2528198/lars-karl-jensen.jpg,male
67cdc59f-20ae-4407-b763-037fdc56883d,Lars Sørensen,Lars Sørensen,,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,7,,,,male
ff180a6f-9523-4390-85cc-98630ef90277,Loritha Henriksen,Loritha Henriksen,,,,Kattusseqatigiit,kattusseqatigiit,,,Inatsisartut,7,,,,female
a370b155-b8d6-4cd5-baa5-59990ccb6be9,Mads Peter Grønvold,Mads Peter Grønvold,,,,Kattusseqatigiit,kattusseqatigiit,,,Inatsisartut,7,,,http://www.ina.gl/media/2528197/mads.jpg,male
1669986a-148f-4b6b-9776-17a9ed36305c,Malînànguak´M. Mølgaard,Malînànguak´M. Mølgaard,,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,7,,,http://www.ina.gl/media/2528196/maliina.jpg,female
da86e882-7845-4c18-9e20-c8ef1d9fcf9c,Mikael Petersen,Mikael Petersen,,,,Siumut,siumut,,,Inatsisartut,7,,,http://www.ina.gl/media/2528207/mikael-petersen.jpg,male
11d6d401-da1c-4e23-bbed-ea548cf08c6f,Mogens Kleist,Mogens Kleist,,,,Kattusseqatigiit,kattusseqatigiit,,,Inatsisartut,7,,,http://www.ina.gl/media/2528211/mogens_kleist.jpg,male
076afe40-849a-4667-90e4-887725d19b8d,Ole Lynge,Ole Lynge,,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,7,,,http://www.ina.gl/media/2528204/ole_lynge.jpg,male
947b322f-9a9f-4d84-8c4a-fa2d5d203318,Olga P. Berthelsen,Olga P. Berthelsen,,,,Inuit Ataqatigiit,inuit_ataqatigiit,,,Inatsisartut,7,,,http://www.ina.gl/media/personfiler/302742/untitled.jpg,female
bfdb013a-e4f6-4f52-bdf2-275c45dc6f7d,Otto Steenholdt,Otto Steenholdt,,,,Atassut,atassut,,,Inatsisartut,7,,,http://www.ina.gl/media/2529958/otto_steenholdt.jpg,male
eaa9501b-c68e-402a-9132-28ef0951a2e1,Per Berthelsen,Per Berthelsen,,,,Siumut,siumut,,,Inatsisartut,7,,,http://www.ina.gl/media/personfiler/234529/2010.09.17%20Start%20EM%202010%2000930.jpg,male
2f830c08-28cf-4cad-9097-cb92234a2485,Per Rosing-Petersen,Per Rosing-Petersen,perrp@inatsisartut.gl,,,Enkeltkandidat,enkeltkandidat,,,Inatsisartut,7,,,http://www.ina.gl/media/personfiler/2461609/Per%20Rosing%20Petersen%202014.12%20-%2015506.jpg,male
5ca4a74a-694e-49ec-a13b-ec7e96c6e426,Ruth Heilmann,Ruth Heilmann,,,,Siumut,siumut,,,Inatsisartut,7,,,http://www.ina.gl/media/2528205/ruth.jpg,female
68c2f991-843e-45bc-ad78-5ed5b0e94c78,Simon Olsen,Simon Olsen,,,,Siumut,siumut,,,Inatsisartut,7,,,,male
3e6f01cd-df2e-49d7-9ea2-e203fe212c2d,Siverth Karl Heilmann,Siverth Karl Heilmann,,,,Atassut,atassut,,,Inatsisartut,7,,,http://www.ina.gl/media/personfiler/234533/2010.09.17%20Start%20EM%202010%2000891.jpg,male
74334484-ef37-4cd4-a994-79962b6fd6e9,Tommy Marø,Tommy Marø,,,,Siumut,siumut,,,Inatsisartut,7,,,,male
5e0df483-154c-47d1-ab9e-f048358008eb,Vittus Mikaelsen,Vittus Mikaelsen,,,,Siumut,siumut,,,Inatsisartut,7,,,,male
