id,name,email,twitter,group,group_id,area,chamber,term,start_date,end_date,image,gender
aage_hammeken,Aage Hammeken,,,Siumut,siumut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/media/2316307/INAT-dukke-lys.jpg,
allan_idd_jensen,Allan Idd Jensen,,,Atassut,atassut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
anguteraq_davidsen,Anguteraq Davidsen,,,Atassut,atassut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
aqqaluk_lynge,Aqqaluk Lynge,,,Inuit Ataqatigiit,inuit_ataqatigiit,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
bent_frederiksen,Bent Frederiksen,,,Siumut,siumut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
hans_iversen,Hans Iversen,,,Siumut,siumut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
hans_pvia_rosing,Hans Pvia Rosing,,,Siumut,siumut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
hendrik_nielsen,Hendrik Nielsen,,,Siumut,siumut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
holger_sivertsen,Holger Sivertsen,,,Atassut,atassut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
ingvar_høegh,Ingvar Høegh,,,Atassut,atassut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
isak_lund,Isak Lund,,,Siumut,siumut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
jakob_sivertsen,Jakob Sivertsen,,,Atassut,atassut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
jonathan_motzfeldt,Jonathan Motzfeldt,jomo@gh.gl,,Siumut,siumut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
konrad_steenholdt,Konrad Steenholdt,,,Atassut,atassut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
lars_chemnitz,Lars Chemnitz,,,Atassut,atassut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
lars-emil_johansen,Lars-Emil Johansen,larsemil@inatsisartut.gl,,Siumut,siumut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/media/753863/Lars-Emil%20Johansen%20-%2007533.jpg,
moses_olsen,Moses Olsen,,,Siumut,siumut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
niels_carlo_heilmann,Niels Carlo Heilmann,,,Atassut,atassut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
otto_steenholdt,Otto Steenholdt,,,Atassut,atassut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
pavia_nielsen,Pavia Nielsen,,,Siumut,siumut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
peter_ostermann,Peter Ostermann,,,Atassut,atassut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
preben_lange,Preben Lange,,,Siumut,siumut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
sofus_joelsen,Sofus Joelsen,,,Siumut,siumut,,Inatsisartut,1983-04-12,,,http://en.inatsisartut.gl/css/images/INAT-dukke-lys.jpg,
