id,name,sort_name,email,twitter,facebook,group,group_id,area_id,area,chamber,term,start_date,end_date,image,gender,wikidata
63e2e41e-1fbd-4396-8aa5-6138b15ebd0a,Abram Kesupile,Abram Kesupile,,,,UDC,udc,area/kanye_south,Kanye South,National Assembly,2014,,,,,
5165b97d-5bc8-4d9a-8635-03961c0b17af,Alfred Madigele,Alfred Madigele,,,,BDP,bdp,area/mmathethe-molapowabojang,Mmathethe-Molapowabojang,National Assembly,2014,,,,,
309ded7b-5651-4a3b-9bc3-20291c844168,Athaliah Molokomme,Athaliah Molokomme,,,,unknown,unknown,,,National Assembly,2014,,,"https://upload.wikimedia.org/wikipedia/commons/b/b9/Athalia_Molokomme,_Attorney_General_for_Botswana_speaking_at_The_London_Conference_on_Cyberspace,_2_November_2011_(cropped).jpg",female,Q17513548
f7469ab5-25cb-4a91-bfcb-8904e29a6d14,Bagalatia Arone,Bagalatia Arone,barone@gov.bw,,,BDP,bdp,area/okavango,Okavango,National Assembly,2014,,,,,
ce1831ae-72b7-4f3a-b2e1-26232dd7f71d,Biggie Butale,Biggie Butale,,,,BDP,bdp,area/tati_west,Tati West,National Assembly,2014,,,,,
25989c87-1596-4ef6-9e2b-93bfad647faa,Botlogile Tshireletso,Botlogile Tshireletso,,,,BDP,bdp,area/mahalapye_east,Mahalapye East,National Assembly,2014,,,,,
916434b4-69aa-446d-b3ee-89c0f4ee5710,Buti Billy,Buti Billy,,,,BDP,bdp,area/francistown_east,Francistown East,National Assembly,2014,,,,,
7e15645a-f5a6-4139-9f5c-b69ad74ba682,Christiaan De Graaff,Christiaan De Graaff,,,,BDP,bdp,area/ghanzi_south,Ghanzi South,National Assembly,2014,,,,,
32dbf538-0bb9-47ed-9e50-f2e76c48f682,Dikgang Phillip Makgalemele,Dikgang Phillip Makgalemele,dmakgalemele@gov.bw,,,BDP,bdp,area/shosong,Shosong,National Assembly,2014,,,,,
703650cc-c61b-4380-bb5b-a765fca752c0,Dithapelo Keorapetse,Dithapelo Keorapetse,,,,BCP,bcp,area/selibe_phikwe_west,Selibe Phikwe West,National Assembly,2014,,,,,
1c32dad3-c84a-47f9-9ced-49715ab4693d,Dorcus Makgatho-Malesu,Dorcus Makgatho-Malesu,,,,BDP,bdp,area/sefhare-ramokgonami,Sefhare-Ramokgonami,National Assembly,2014,,,,,
57b3c6f7-c91b-4aa4-a7c0-17992f518517,Duma Gideon Boko,Duma Gideon Boko,,,,UDC,udc,area/gaborone_bonnington_north,Gaborone Bonnington North,National Assembly,2014,,,,male,Q18618881
a52cae39-1ec7-4943-b889-190d121c5e73,Edwin Batshu,Edwin Batshu,ebatshu@gov.bw,,,BDP,bdp,area/nkange,Nkange,National Assembly,2014,,,,male,Q18763858
542a59f8-5e7d-4a67-a120-dee8b70a8518,Eric Molale,Eric Molale,,,,BDP,bdp,,,National Assembly,2014,,,,,
8728afa7-374c-4cf4-89fa-35c81933d6e2,Fidelis Mmilili Molao,Fidelis Mmilili Molao,,,,BDP,bdp,area/shashe_west,Shashe West,National Assembly,2014,,,,,
fc5e4fcb-426b-44f9-86db-564bccc038fc,Frans Van Der Westhuizen,Frans Van Der Westhuizen,,,,BDP,bdp,area/kgalagadi_south,Kgalagadi South,National Assembly,2014,,,,,
ecf33f80-47b3-420a-8a8d-b7a893fc1a0b,Gilbert Mangole,Gilbert Mangole,gmangole@gov.bw,,,UDC,udc,area/mochudi_west,Mochudi West,National Assembly,2014,,,,,
